,INSEE_COM,NOM_COMMUNE,Nb_Permis,Part_Permis_annules,Part_Demandeurs_MEME_COMMUN,Part_Demandeurs_MEME_EPCI,Part_Demandeurs_MEME_DEP,Part_Demandeurs_BRETAGNE,Part_Demandeurs_Ouest,Part_Demandeurs_LOINTAINS,Nouveaux_Logements,Resid_secondaire,Surface_terrains,Surface_Logements,Surface_Locaux,Surface_hotels,Surface_bureaux,Surface_commerces,Surface_artisanat,Surface_industrie,Surface_bat_agricoles,Surface_entrepots,Surface_services_publics
221,35153,Lillemer,15,0.0,20.0,73.0,87.0,87.0,100.0,0.0,15,2,9192.0,1500.0,0.0,0,0,0,0,0,0,0,0
222,35179,Miniac-Morvan,21,0.0,14.0,24.0,71.0,95.0,100.0,0.0,8,0,182031.0,930.0,20030.0,0,1082,309,2394,8191,0,8054,0
223,35181,Le Minihic-sur-Rance,3,0.0,0.0,0.0,100.0,100.0,100.0,0.0,1,0,35770.0,132.0,1198.0,0,0,0,0,0,1198,0,0
224,35186,Mont-Dol,1,0.0,0.0,0.0,100.0,100.0,100.0,0.0,8,0,3684.0,668.0,0.0,0,0,0,0,0,0,0,0
225,35228,Pleurtuit,12,0.0,42.0,75.0,75.0,75.0,83.0,17.0,3,0,216635.0,354.0,8292.0,4520,46,200,762,0,2284,480,0
226,35241,La Richardais,3,0.0,0.0,67.0,67.0,67.0,67.0,33.0,1,0,10391.0,149.0,1944.0,0,44,0,268,0,0,1632,0
227,35247,Roz-sur-Couesnon,10,0.0,10.0,50.0,80.0,90.0,100.0,0.0,9,0,21614.0,584.0,1.0,0,0,0,0,0,1,0,0
228,35248,Sains,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1,0,3900.0,87.0,0.0,0,0,0,0,0,0,0,0
229,35255,Saint-Benoît-des-Ondes,1,0.0,0.0,100.0,100.0,100.0,100.0,0.0,6,0,2398.0,492.0,0.0,0,0,0,0,0,0,0,0
230,35256,Saint-Briac-sur-Mer,7,0.0,0.0,57.0,57.0,71.0,71.0,29.0,6,1,8652.0,832.0,362.0,0,0,0,345,17,0,0,0
231,35259,Saint-Broladre,7,0.0,43.0,57.0,86.0,86.0,86.0,14.0,4,0,185610.0,800.0,3487.0,0,0,0,0,0,3487,0,0
232,35263,Saint-Coulomb,41,0.0,17.0,61.0,76.0,83.0,83.0,17.0,57,3,188298.0,4966.0,1506.0,0,0,300,285,0,685,0,118
233,35270,Saint-Georges-de-Gréhaigne,3,0.0,0.0,67.0,67.0,67.0,100.0,0.0,1,0,19528.0,114.0,2176.0,0,0,0,1106,0,1070,0,0
234,35279,Saint-Guinoux,43,0.0,14.0,88.0,100.0,100.0,100.0,0.0,42,2,16355.0,4141.0,8.0,0,0,0,0,0,0,0,8
235,35284,Saint-Jouan-des-Guérets,24,0.0,8.0,46.0,96.0,100.0,100.0,0.0,11,0,74624.0,1240.0,21451.0,0,5321,190,4780,7898,0,3262,0
236,35287,Saint-Lunaire,11,0.0,27.0,55.0,64.0,73.0,73.0,27.0,7,0,231617.0,1047.0,5366.0,0,0,0,259,0,5107,0,0
237,35288,Saint-Malo,36,0.0,39.0,53.0,83.0,89.0,92.0,8.0,72,0,1092073.0,6296.0,28104.0,0,951,720,15493,773,2522,6859,786
238,35291,Saint-Marcan,2,0.0,0.0,0.0,100.0,100.0,100.0,0.0,2,0,13627.0,222.0,0.0,0,0,0,0,0,0,0,0
239,35299,Saint-Méloir-des-Ondes,22,0.0,32.0,55.0,91.0,91.0,91.0,9.0,15,0,572903.0,1957.0,14110.0,0,39,0,0,428,12527,1116,0
240,35306,Saint-Père-Marc-en-Poulet,77,0.0,8.0,39.0,94.0,96.0,96.0,4.0,125,4,120088.0,11119.0,1878.0,0,0,0,0,9,1869,0,0
241,35314,Saint-Suliac,1,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0,0,447.0,0.0,7.0,0,0,0,0,0,0,0,7
242,35358,La Ville-ès-Nonais,30,0.0,20.0,30.0,87.0,97.0,97.0,3.0,33,3,113246.0,3375.0,1652.0,0,0,0,0,0,1652,0,0
243,35361,Le Vivier-sur-Mer,3,0.0,33.0,67.0,100.0,100.0,100.0,0.0,2,0,6975.0,209.0,227.0,0,0,0,0,0,0,227,0
244,44006,Assérac,31,0.0,0.0,23.0,68.0,74.0,90.0,10.0,30,5,31864.0,3317.0,691.0,0,0,0,0,0,294,0,397
245,44010,Batz-sur-Mer,3,0.0,0.0,33.0,33.0,0.0,33.0,67.0,2,0,3233.0,342.0,175.0,0,0,0,175,0,0,0,0
246,44012,La Bernerie-en-Retz,35,0.0,0.0,46.0,89.0,63.0,91.0,9.0,85,2,125442.0,7233.0,4211.0,0,0,0,2856,0,0,1355,0
247,44019,Bouée,1,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0,0,34587.0,0.0,225.0,0,0,0,0,0,225,0,0
248,44021,Villeneuve-en-Retz,30,0.0,0.0,43.0,90.0,83.0,97.0,3.0,29,1,81886.0,2692.0,38.0,0,0,0,0,0,0,0,38
249,44033,La Chapelle-Launay,1,0.0,0.0,0.0,100.0,100.0,100.0,0.0,1,0,17200.0,156.0,0.0,0,0,0,0,0,0,0,0
250,44045,Cordemais,41,0.0,22.0,39.0,15.0,2.0,17.0,83.0,35,0,60684.0,3577.0,3747.0,0,0,382,390,0,0,2956,19
251,44049,Le Croisic,11,0.0,27.0,27.0,55.0,0.0,55.0,45.0,7,0,80980.0,552.0,1909.0,0,135,0,1171,0,422,70,6
252,44052,Donges,23,0.0,35.0,52.0,30.0,0.0,35.0,65.0,15,0,796035.0,1664.0,10822.0,0,0,1472,5010,3702,192,0,446
253,44055,La Baule-Escoublac,39,0.0,5.0,15.0,15.0,0.0,15.0,85.0,117,0,2142294.0,9084.0,1179.0,0,11,0,0,0,33,1116,8
254,44061,Frossay,13,0.0,46.0,62.0,38.0,0.0,38.0,62.0,8,0,207066.0,1003.0,2127.0,0,0,225,0,0,1895,0,7
255,44069,Guérande,99,0.0,24.0,25.0,25.0,9.0,42.0,58.0,239,1,455735.0,29883.0,6546.0,2137,0,781,253,0,1429,0,1160
256,44072,Herbignac,7,0.0,0.0,14.0,86.0,14.0,86.0,14.0,2,0,161689.0,217.0,838.0,0,0,0,0,0,240,598,0
257,44080,Lavau-sur-Loire,18,0.0,6.0,28.0,94.0,100.0,100.0,0.0,22,1,10953.0,2331.0,0.0,0,0,0,0,0,0,0,0
258,44097,Mesquer,35,0.0,0.0,17.0,74.0,77.0,86.0,14.0,38,12,29213.0,4137.0,0.0,0,0,0,0,0,0,0,0
259,44103,Montoir-de-Bretagne,25,0.0,8.0,12.0,92.0,64.0,92.0,8.0,27,0,1790000.0,2462.0,10658.0,2190,30,2383,0,76,0,5968,11
260,44106,Les Moutiers-en-Retz,3,0.0,0.0,33.0,100.0,67.0,100.0,0.0,2,0,25942.0,196.0,240.0,0,0,0,0,0,240,0,0
261,44116,Paimbœuf,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0,0,58646.0,0.0,55.0,0,0,0,0,55,0,0,0
262,44125,Piriac-sur-Mer,9,0.0,0.0,22.0,78.0,56.0,89.0,11.0,7,2,57971.0,1097.0,501.0,0,0,0,0,145,0,0,356
263,44126,La Plaine-sur-Mer,14,0.0,0.0,21.0,93.0,43.0,100.0,0.0,6,2,89845.0,656.0,4701.0,0,0,90,686,0,3904,0,21
264,44131,Pornic,79,0.0,0.0,53.0,91.0,80.0,96.0,4.0,266,7,279170.0,24237.0,20838.0,3044,7728,0,3086,0,6834,0,87
265,44132,Pornichet,34,0.0,56.0,59.0,88.0,76.0,94.0,6.0,33,3,61832.0,3948.0,253.0,0,116,0,0,0,0,0,23
266,44135,Le Pouliguen,4,0.0,0.0,25.0,75.0,75.0,100.0,0.0,58,0,11551.0,4598.0,0.0,0,0,0,0,0,0,0,0
267,44136,Préfailles,42,0.0,0.0,26.0,67.0,71.0,81.0,19.0,41,12,22234.0,4575.0,983.0,0,15,0,0,0,0,968,0
268,44137,Prinquiau,4,0.0,0.0,25.0,100.0,100.0,100.0,0.0,4,0,6954.0,443.0,0.0,0,0,0,0,0,0,0,0
269,44151,Saint-André-des-Eaux,1,0.0,0.0,0.0,100.0,100.0,100.0,0.0,1,0,2367.0,228.0,0.0,0,0,0,0,0,0,0,0
270,44154,Saint-Brevin-les-Pins,32,0.0,0.0,78.0,100.0,72.0,100.0,0.0,23,5,112001.0,2996.0,2537.0,0,26,1690,0,759,20,42,0
271,44168,Saint-Joachim,25,0.0,0.0,4.0,92.0,84.0,96.0,4.0,22,1,34114.0,2381.0,1161.0,0,0,1108,0,0,0,0,53
272,44175,Saint-Lyphard,4,0.0,0.0,25.0,100.0,100.0,100.0,0.0,4,0,87916.0,433.0,0.0,0,0,0,0,0,0,0,0
273,44176,Saint-Malo-de-Guersac,14,0.0,7.0,7.0,100.0,86.0,100.0,0.0,12,0,56758.0,1213.0,17.0,0,0,0,0,0,10,0,7
274,44182,Saint-Michel-Chef-Chef,17,0.0,0.0,29.0,71.0,71.0,88.0,12.0,15,3,21820.0,1822.0,1249.0,0,0,0,0,0,1209,40,0
275,44183,Saint-Molf,41,0.0,0.0,22.0,90.0,78.0,93.0,7.0,40,0,675877.0,3961.0,8249.0,0,0,0,0,0,5474,115,17
276,44184,Saint-Nazaire,40,0.0,10.0,15.0,82.0,40.0,88.0,12.0,173,0,941996.0,20277.0,29015.0,0,3332,8156,0,9996,789,3305,2856
277,44187,Saint-Père-en-Retz,3,0.0,0.0,100.0,100.0,67.0,100.0,0.0,2,0,93415.0,228.0,550.0,0,0,0,0,0,550,0,0
278,44192,Saint-Viaud,34,0.0,6.0,41.0,94.0,79.0,97.0,3.0,55,2,55351.0,4928.0,2582.0,0,374,374,382,740,0,392,160
279,44195,Savenay,4,0.0,50.0,50.0,75.0,75.0,75.0,25.0,3,0,28104.0,332.0,17.0,0,0,0,0,17,0,0,0
280,44210,Trignac,4,0.0,0.0,0.0,75.0,75.0,100.0,0.0,32,0,165586.0,2082.0,59.0,0,0,0,0,59,0,0,0
281,44211,La Turballe,17,0.0,0.0,47.0,76.0,88.0,88.0,12.0,18,2,32101.0,2134.0,0.0,0,0,0,0,0,0,0,0
282,56002,Ambon,11,0.0,55.0,64.0,64.0,91.0,91.0,9.0,6,1,107394.0,648.0,2846.0,0,0,0,0,0,2758,0,88
283,56003,Arradon,12,0.0,58.0,75.0,100.0,100.0,100.0,0.0,7,0,297444.0,986.0,7169.0,1426,0,390,0,0,5353,0,0
284,56005,Arzon,9,0.0,44.0,78.0,78.0,78.0,78.0,22.0,3,2,318511.0,448.0,2132.0,0,0,0,0,0,1484,246,402
285,56008,Baden,17,0.0,24.0,47.0,76.0,82.0,82.0,18.0,18,2,151905.0,2040.0,3959.0,0,314,0,1297,764,768,775,41
286,56009,Bangor,12,0.0,25.0,25.0,50.0,92.0,92.0,8.0,11,5,20898.0,1368.0,255.0,0,0,0,0,0,0,0,255
287,56013,Belz,7,0.0,0.0,57.0,71.0,100.0,100.0,0.0,6,1,19764.0,556.0,1832.0,89,248,655,0,840,0,0,0
288,56018,Billiers,3,0.0,33.0,33.0,67.0,67.0,100.0,0.0,11,1,9413.0,819.0,504.0,0,0,108,292,0,0,104,0
289,56021,Brandérion,2,0.0,50.0,50.0,100.0,100.0,100.0,0.0,0,0,127753.0,0.0,596.0,0,0,0,0,0,586,0,10
290,56023,Brech,38,0.0,34.0,71.0,84.0,92.0,92.0,8.0,35,1,313470.0,3897.0,9214.0,0,770,0,0,3590,3460,1394,0
291,56030,Camoël,3,0.0,0.0,0.0,33.0,67.0,67.0,33.0,3,2,5267.0,367.0,0.0,0,0,0,0,0,0,0,0
292,56034,Carnac,9,0.0,56.0,67.0,100.0,100.0,100.0,0.0,24,0,178156.0,1938.0,3814.0,0,90,2353,0,0,1371,0,0
293,56036,Caudan,11,0.0,18.0,55.0,82.0,91.0,91.0,9.0,4,0,178785.0,571.0,14571.0,0,9199,300,0,0,115,440,4517
294,56046,Crach,14,0.0,7.0,43.0,86.0,100.0,100.0,0.0,52,0,889992.0,4273.0,3757.0,0,569,375,0,0,2228,585,0
295,56052,Damgan,26,0.0,19.0,42.0,54.0,73.0,73.0,27.0,22,5,255472.0,2611.0,1906.0,0,94,366,0,0,647,571,21
296,56054,Erdeven,16,0.0,44.0,75.0,88.0,88.0,88.0,12.0,9,3,130492.0,947.0,1377.0,0,160,0,427,0,513,205,72
297,56055,Étel,36,0.0,8.0,25.0,58.0,86.0,92.0,8.0,53,13,22035.0,4767.0,0.0,0,0,0,0,0,0,0,0
298,56062,Gâvres,1,0.0,100.0,100.0,100.0,100.0,100.0,0.0,1,0,310.0,81.0,0.0,0,0,0,0,0,0,0,0
299,56069,Groix,18,0.0,44.0,61.0,61.0,78.0,78.0,22.0,28,6,50964.0,2554.0,1981.0,0,0,120,0,0,1522,339,0
300,56078,Guidel,50,0.0,42.0,86.0,88.0,98.0,98.0,2.0,80,1,203538.0,8146.0,4413.0,0,438,0,2053,0,293,408,1221
301,56083,Hennebont,2,0.0,0.0,50.0,50.0,50.0,50.0,50.0,0,0,13071.0,0.0,880.0,828,0,0,0,0,52,0,0
302,56084,Le Hézo,12,0.0,17.0,75.0,100.0,100.0,100.0,0.0,12,0,84265.0,1297.0,833.0,0,336,0,0,0,497,0,0
303,56085,Hœdic,3,0.0,100.0,100.0,67.0,67.0,67.0,33.0,5,0,271495.0,649.0,0.0,0,0,0,0,0,0,0,0
304,56086,Île-d'Houat,1,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0,0,11619.0,0.0,58.0,0,0,0,0,0,0,0,58
305,56087,Île-aux-Moines,2,0.0,0.0,0.0,50.0,100.0,100.0,0.0,1,0,723.0,102.0,133.0,0,0,0,133,0,0,0,0
306,56088,Île-d'Arz,4,0.0,0.0,25.0,100.0,100.0,100.0,0.0,3,0,10843.0,517.0,78.0,0,0,0,0,0,78,0,0
307,56094,Kervignac,105,0.0,13.0,18.0,88.0,95.0,95.0,5.0,178,1,1680250.0,14287.0,825.0,0,0,0,0,0,817,0,8
308,56096,Landaul,6,0.0,33.0,83.0,100.0,100.0,100.0,0.0,3,0,16629.0,363.0,248.0,0,0,0,144,0,103,0,1
309,56097,Landévant,15,0.0,27.0,73.0,87.0,93.0,93.0,7.0,14,1,14591.0,1716.0,652.0,0,0,0,652,0,0,0,0
310,56098,Lanester,18,0.0,17.0,83.0,89.0,100.0,100.0,0.0,53,0,1191108.0,4281.0,15344.0,0,1096,2108,1052,6494,2563,0,2031
311,56101,Languidic,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0,16253.0,0.0,18.0,0,0,0,0,0,0,0,18
312,56106,Larmor-Baden,3,0.0,0.0,0.0,67.0,100.0,100.0,0.0,3,1,3487.0,441.0,0.0,0,0,0,0,0,0,0,0
313,56107,Larmor-Plage,5,0.0,0.0,20.0,40.0,80.0,100.0,0.0,125,0,19461.0,8343.0,20520.0,9615,0,0,0,0,1290,0,0
314,56114,Locmaria,10,0.0,60.0,70.0,80.0,80.0,90.0,10.0,8,1,9744.0,1003.0,62.0,0,0,27,0,0,0,0,8
315,56116,Locmariaquer,19,0.0,16.0,42.0,53.0,84.0,84.0,16.0,26,4,16854.0,2631.0,403.0,0,0,0,225,0,178,0,0
316,56118,Locmiquélic,3,0.0,0.0,67.0,100.0,100.0,100.0,0.0,3,0,6144.0,367.0,0.0,0,0,0,0,0,0,0,0
317,56119,Locoal-Mendon,26,0.0,19.0,38.0,65.0,77.0,81.0,19.0,29,2,413622.0,3157.0,1125.0,0,302,0,0,52,749,0,22
318,56121,Lorient,9,0.0,44.0,67.0,78.0,89.0,89.0,11.0,15,0,264255.0,1291.0,10213.0,0,2454,171,0,2100,0,5488,0
319,56130,Merlevenez,61,0.0,18.0,26.0,84.0,92.0,95.0,5.0,47,3,1631592.0,4681.0,8598.0,0,143,0,1391,0,4007,2727,330
320,56143,Muzillac,67,0.0,34.0,46.0,76.0,88.0,91.0,9.0,87,2,549983.0,8779.0,1148.0,0,254,0,0,0,515,0,0
321,56148,Nostang,20,0.0,15.0,20.0,95.0,100.0,100.0,0.0,20,1,125051.0,2046.0,0.0,0,0,0,0,0,0,0,0
322,56149,Noyal-Muzillac,6,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0,0,328538.0,0.0,16464.0,0,0,0,0,0,16457,0,7
323,56152,Le Palais,83,0.0,19.0,33.0,35.0,95.0,96.0,4.0,79,3,179426.0,7561.0,2246.0,0,83,0,0,35,0,0,1984
324,56155,Pénestin,22,0.0,0.0,36.0,36.0,59.0,73.0,27.0,21,7,316782.0,2425.0,1416.0,179,0,946,0,0,291,0,0
325,56158,Plescop,3,0.0,67.0,67.0,100.0,100.0,100.0,0.0,3,0,6342.0,416.0,0.0,0,0,0,0,0,0,0,0
326,56161,Ploemel,26,0.0,23.0,77.0,100.0,100.0,100.0,0.0,19,1,62864.0,2108.0,2313.0,0,0,0,672,0,782,782,77
327,56162,Ploemeur,23,0.0,48.0,91.0,91.0,91.0,96.0,4.0,19,0,51307.0,1858.0,9987.0,0,1069,1069,2063,119,0,3584,2083
328,56164,Ploeren,12,0.0,42.0,67.0,92.0,92.0,92.0,8.0,7,0,247132.0,1123.0,3365.0,38,0,0,0,0,3320,0,7
329,56167,Plougoumelen,20,0.0,45.0,55.0,75.0,80.0,90.0,10.0,51,0,232970.0,4974.0,4439.0,0,0,848,0,1751,1259,0,581
330,56168,Plouharnel,12,0.0,50.0,75.0,92.0,92.0,92.0,8.0,32,3,1076610.0,3122.0,2560.0,0,0,0,0,0,1609,941,10
331,56169,Plouhinec,21,0.0,19.0,10.0,71.0,90.0,90.0,10.0,19,1,379503.0,2164.0,38.0,0,0,0,0,7,9,0,22
332,56175,Plumergat,17,0.0,35.0,41.0,88.0,100.0,100.0,0.0,13,0,431399.0,1632.0,2563.0,0,0,0,0,0,2563,0,0
333,56176,Pluneret,64,0.0,20.0,44.0,95.0,98.0,98.0,2.0,139,2,42819.0,11361.0,480.0,0,136,0,0,0,320,0,24
334,56181,Port-Louis,2,0.0,0.0,0.0,0.0,100.0,100.0,0.0,11,0,3112.0,977.0,0.0,0,0,0,0,0,0,0,0
335,56185,Quéven,9,0.0,33.0,67.0,89.0,100.0,100.0,0.0,21,0,142788.0,1760.0,4974.0,0,466,3904,0,0,594,0,10
336,56193,Riantec,25,0.0,24.0,56.0,88.0,92.0,92.0,8.0,86,3,72978.0,8205.0,1897.0,0,0,372,0,0,0,372,796
337,56205,Saint-Armel,3,0.0,0.0,33.0,67.0,100.0,100.0,0.0,3,0,75443.0,525.0,180.0,0,0,0,0,0,180,0,0
338,56206,Saint-Avé,19,0.0,0.0,32.0,74.0,100.0,100.0,0.0,249,0,66839.0,17975.0,1479.0,0,0,0,0,0,0,457,1022
339,56214,Saint-Gildas-de-Rhuys,6,0.0,0.0,50.0,50.0,83.0,83.0,17.0,5,2,32787.0,594.0,9.0,0,0,0,0,0,0,0,9
340,56220,Sainte-Hélène,24,0.0,12.0,21.0,75.0,79.0,83.0,17.0,23,0,241890.0,2464.0,321.0,0,0,0,0,0,321,0,0
341,56231,Saint-Nolff,4,0.0,0.0,0.0,50.0,75.0,75.0,25.0,4,0,6256.0,452.0,0.0,0,0,0,0,0,0,0,0
342,56233,Saint-Philibert,23,0.0,13.0,43.0,43.0,70.0,78.0,22.0,41,5,66533.0,3885.0,9956.0,0,0,1092,2915,0,0,5949,0
343,56234,Saint-Pierre-Quiberon,20,0.0,10.0,30.0,60.0,65.0,70.0,30.0,68,5,75602.0,5278.0,6795.0,0,0,0,240,0,183,564,5808
344,56240,Sarzeau,66,0.0,32.0,50.0,62.0,83.0,85.0,15.0,74,12,959154.0,8091.0,11963.0,41,550,2208,561,636,4636,890,2425
345,56241,Sauzon,11,0.0,45.0,73.0,91.0,91.0,91.0,9.0,2,0,67380.0,271.0,4654.0,0,27,149,543,276,1180,2478,1
346,56243,Séné,28,0.0,43.0,54.0,93.0,93.0,96.0,4.0,23,1,364107.0,2819.0,4250.0,0,707,0,2388,0,1155,0,0
347,56248,Surzur,18,0.0,67.0,83.0,100.0,100.0,100.0,0.0,10,0,998896.0,1235.0,3879.0,0,0,0,0,0,3282,0,597
348,56251,Theix-Noyalo,20,0.0,0.0,45.0,75.0,85.0,90.0,10.0,14,0,324541.0,2442.0,1120.0,0,0,0,0,0,0,705,415
349,56252,Le Tour-du-Parc,21,0.0,0.0,10.0,48.0,76.0,86.0,14.0,22,7,44894.0,2680.0,0.0,0,0,0,0,0,0,0,0
350,56255,Treffléan,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0,0,13237.0,0.0,17.0,0,0,0,0,0,0,0,17
351,56258,La Trinité-sur-Mer,6,0.0,0.0,17.0,33.0,33.0,33.0,67.0,6,3,8398.0,1057.0,0.0,0,0,0,0,0,0,0,0
352,56259,La Trinité-Surzur,3,0.0,0.0,33.0,67.0,67.0,67.0,33.0,2,0,5382.0,256.0,444.0,0,21,0,235,0,0,188,0
353,56260,Vannes,74,0.0,41.0,28.0,88.0,96.0,97.0,3.0,181,0,1926409.0,15828.0,11362.0,594,6368,322,0,0,0,2636,1442
354,56262,Le Bono,1,0.0,0.0,0.0,100.0,100.0,100.0,0.0,1,0,375.0,103.0,0.0,0,0,0,0,0,0,0,0
355,56263,Sainte-Anne-d'Auray,13,0.0,8.0,62.0,100.0,100.0,100.0,0.0,12,1,37901.0,1605.0,165.0,0,0,0,0,0,165,0,0
