,SIREN_EPCI,NOM_EPCI,ANNEE,Nb_Permis,Part_Permis_annules,Part_Demandeurs_MEME_EPCI,Part_Demandeurs_MEME_DEP,Part_Demandeurs_BRETAGNE,Part_Demandeurs_Ouest,Part_Demandeurs_LOINTAINS,Nouveaux_Logements,Resid_secondaire,Surface_terrains,Surface_Logements,Surface_Locaux,Surface_hotels,Surface_bureaux,Surface_commerces,Surface_artisanat,Surface_industrie,Surface_bat_agricoles,Surface_entrepots,Surface_services_publics
147,200067932,CA Golfe du Morbihan - Vannes Agglomération,2021,251,0.0,45.0,78.0,86.0,88.0,12.0,248,19,1245073.0,29682.0,18730.0,58,4212,951,991,1788,7488,1919,854
148,200067932,CA Golfe du Morbihan - Vannes Agglomération,2022,84,0.0,38.0,79.0,89.0,93.0,7.0,96,9,217096.0,11272.0,6617.0,48,3193,1328,516,0,751,647,0
149,200067932,CA Golfe du Morbihan - Vannes Agglomération,2023,35,0.0,43.0,74.0,86.0,86.0,14.0,33,3,54734.0,4453.0,1552.0,0,497,407,0,15,0,624,9
150,200067932,CA Golfe du Morbihan - Vannes Agglomération,2024,15,0.0,40.0,80.0,100.0,100.0,0.0,29,0,41894.0,2573.0,6198.0,0,4032,0,2017,0,0,149,0
151,200067981,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,2020,10,0.0,50.0,70.0,100.0,100.0,0.0,21,0,27609.0,2183.0,0.0,0,0,0,0,0,0,0,0
152,200067981,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,2021,21,0.0,67.0,76.0,81.0,81.0,19.0,18,0,48018.0,2051.0,1859.0,0,0,232,352,0,1275,0,0
153,200067981,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,2022,34,0.0,62.0,76.0,97.0,97.0,3.0,33,1,42817.0,3583.0,5292.0,0,0,0,1036,0,930,0,3326
154,200067981,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,2023,10,0.0,50.0,60.0,80.0,90.0,10.0,9,1,37159.0,1060.0,2049.0,0,0,0,0,0,0,2049,0
155,200067981,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,2024,2,0.0,50.0,100.0,100.0,100.0,0.0,1,0,40961.0,164.0,750.0,0,0,0,0,0,0,0,750
156,200067981,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,2013,7,0.0,57.0,86.0,86.0,86.0,14.0,6,0,43881.0,848.0,7800.0,0,0,0,0,0,7800,0,0
157,200067981,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,2014,12,0.0,42.0,83.0,83.0,83.0,17.0,12,0,12937.0,1562.0,0.0,0,0,0,0,0,0,0,0
158,200067981,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,2015,11,0.0,82.0,82.0,91.0,91.0,9.0,10,0,9876.0,1219.0,110.0,0,0,0,0,0,0,110,0
159,200067981,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,2016,15,0.0,80.0,93.0,93.0,93.0,7.0,14,1,18649.0,1776.0,3720.0,0,0,0,0,0,3720,0,0
160,200067981,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,2017,31,0.0,58.0,77.0,81.0,84.0,16.0,31,2,24956.0,3448.0,10301.0,0,0,0,0,0,9926,375,0
161,200067981,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,2018,18,0.0,44.0,83.0,94.0,94.0,6.0,43,0,11628.0,4101.0,264.0,0,264,0,0,0,0,0,0
162,200067981,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,2019,21,0.0,48.0,81.0,90.0,90.0,10.0,34,1,18206.0,3192.0,7936.0,0,69,410,233,0,7224,0,0
163,200067981,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,2020,18,0.0,67.0,83.0,89.0,94.0,6.0,16,0,16569.0,1883.0,1086.0,0,0,382,190,0,0,514,0
164,200067981,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,2021,28,0.0,54.0,68.0,75.0,75.0,25.0,26,0,23308.0,3068.0,749.0,0,0,0,281,468,0,0,0
165,200067981,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,2022,6,0.0,50.0,67.0,83.0,83.0,17.0,6,0,5376.0,658.0,0.0,0,0,0,0,0,0,0,0
166,200067981,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,2023,4,0.0,25.0,50.0,50.0,75.0,25.0,4,1,2300.0,363.0,0.0,0,0,0,0,0,0,0,0
167,200067981,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,2024,1,0.0,100.0,100.0,100.0,100.0,0.0,2,1,1944.0,92.0,0.0,0,0,0,0,0,0,0,0
168,200068120,CA Quimper Bretagne Occidentale,2021,1,0.0,100.0,100.0,100.0,100.0,0.0,1,0,1721.0,149.0,0.0,0,0,0,0,0,0,0,0
169,200068989,CA Dinan Agglomération,2020,12,0.0,33.0,50.0,83.0,83.0,17.0,5,1,89789.0,574.0,4375.0,0,616,1484,921,17,103,1234,0
170,200068989,CA Dinan Agglomération,2021,33,0.0,9.0,61.0,97.0,100.0,0.0,21,1,310821.0,2527.0,8471.0,0,769,881,291,1905,1110,3250,265
171,200068989,CA Dinan Agglomération,2022,90,0.0,10.0,47.0,91.0,94.0,6.0,99,20,200054.0,10681.0,5281.0,0,97,785,0,3830,369,0,200
172,200068989,CA Dinan Agglomération,2023,101,0.0,15.0,45.0,76.0,82.0,18.0,94,26,185536.0,9597.0,4264.0,0,2696,488,0,0,0,771,309
173,200068989,CA Dinan Agglomération,2024,50,0.0,12.0,52.0,80.0,84.0,16.0,63,7,109562.0,5717.0,2484.0,0,388,0,0,768,0,733,595
174,200068989,CA Dinan Agglomération,2013,36,0.0,47.0,61.0,86.0,89.0,11.0,33,4,68398.0,3629.0,2810.0,0,0,0,275,0,2260,0,0
175,200068989,CA Dinan Agglomération,2014,36,0.0,67.0,81.0,94.0,97.0,3.0,31,0,83663.0,3586.0,19038.0,0,747,0,0,17018,1088,185,0
176,200068989,CA Dinan Agglomération,2015,56,0.0,36.0,54.0,96.0,96.0,4.0,51,2,72582.0,5564.0,5415.0,0,1216,0,633,2665,0,901,0
177,200068989,CA Dinan Agglomération,2016,83,0.0,43.0,65.0,86.0,88.0,12.0,76,6,119653.0,7874.0,4233.0,0,0,0,466,0,3760,0,7
178,200068989,CA Dinan Agglomération,2017,168,0.0,30.0,49.0,89.0,93.0,7.0,220,43,130387.0,21288.0,1400.0,0,0,485,640,0,0,275,0
179,200068989,CA Dinan Agglomération,2018,130,0.0,18.0,45.0,87.0,95.0,5.0,130,46,188425.0,14017.0,4429.0,0,500,0,2113,1459,357,0,0
180,200068989,CA Dinan Agglomération,2019,107,0.0,22.0,57.0,88.0,92.0,8.0,120,6,141241.0,12695.0,3882.0,0,0,115,805,238,1281,1180,244
181,200068989,CA Dinan Agglomération,2020,123,0.0,18.0,54.0,89.0,92.0,8.0,139,4,139769.0,13503.0,1608.0,0,0,981,627,0,0,0,0
182,200068989,CA Dinan Agglomération,2021,98,0.0,19.0,44.0,87.0,92.0,8.0,97,8,55064.0,10459.0,366.0,0,0,366,0,0,0,0,0
183,200068989,CA Dinan Agglomération,2022,17,0.0,29.0,59.0,82.0,94.0,6.0,15,1,105920.0,1591.0,427.0,0,0,427,0,0,0,0,0
184,200068989,CA Dinan Agglomération,2023,9,0.0,11.0,56.0,78.0,78.0,22.0,7,1,18947.0,615.0,587.0,0,330,0,0,0,0,257,0
185,200068989,CA Dinan Agglomération,2024,9,0.0,22.0,67.0,89.0,89.0,11.0,18,0,19153.0,1594.0,0.0,0,0,0,0,0,0,0,0
186,200069086,CC Leff Armor Communauté,2020,5,0.0,60.0,100.0,100.0,100.0,0.0,17,0,47984.0,1986.0,40.0,0,0,0,0,0,40,0,0
187,200069086,CC Leff Armor Communauté,2021,4,0.0,50.0,75.0,75.0,75.0,25.0,4,2,847.0,466.0,0.0,0,0,0,0,0,0,0,0
188,200069086,CC Leff Armor Communauté,2022,14,0.0,14.0,64.0,86.0,86.0,14.0,15,2,157091.0,1520.0,9.0,0,0,0,0,0,0,0,9
189,200069086,CC Leff Armor Communauté,2023,32,0.0,22.0,56.0,56.0,62.0,38.0,33,4,25778.0,3600.0,0.0,0,0,0,0,0,0,0,0
190,200069086,CC Leff Armor Communauté,2024,9,0.0,0.0,67.0,78.0,78.0,22.0,9,2,8380.0,887.0,0.0,0,0,0,0,0,0,0,0
191,200069086,CC Leff Armor Communauté,2013,3,0.0,100.0,100.0,100.0,100.0,0.0,2,0,21617.0,214.0,700.0,0,0,0,0,0,700,0,0
192,200069086,CC Leff Armor Communauté,2014,2,0.0,50.0,100.0,100.0,100.0,0.0,2,0,2162.0,271.0,0.0,0,0,0,0,0,0,0,0
193,200069086,CC Leff Armor Communauté,2015,1,0.0,100.0,100.0,100.0,100.0,0.0,1,0,819.0,104.0,0.0,0,0,0,0,0,0,0,0
194,200069086,CC Leff Armor Communauté,2016,4,0.0,75.0,75.0,75.0,75.0,25.0,3,0,0.0,263.0,151.0,0,0,0,0,0,151,0,0
195,200069086,CC Leff Armor Communauté,2017,2,0.0,50.0,50.0,100.0,100.0,0.0,2,0,0.0,232.0,0.0,0,0,0,0,0,0,0,0
196,200069086,CC Leff Armor Communauté,2018,7,0.0,71.0,71.0,71.0,71.0,29.0,7,1,589.0,691.0,0.0,0,0,0,0,0,0,0,0
197,200069086,CC Leff Armor Communauté,2019,14,0.0,71.0,93.0,100.0,100.0,0.0,14,0,0.0,1584.0,0.0,0,0,0,0,0,0,0,0
198,200069086,CC Leff Armor Communauté,2020,4,0.0,25.0,75.0,75.0,75.0,25.0,4,0,0.0,409.0,0.0,0,0,0,0,0,0,0,0
199,200069086,CC Leff Armor Communauté,2021,2,0.0,50.0,50.0,100.0,100.0,0.0,2,0,0.0,188.0,0.0,0,0,0,0,0,0,0,0
200,200069086,CC Leff Armor Communauté,2024,3,0.0,100.0,100.0,100.0,100.0,0.0,3,0,2444.0,245.0,0.0,0,0,0,0,0,0,0,0
201,200069391,CA Lamballe Terre et Mer,2020,10,0.0,40.0,60.0,90.0,90.0,10.0,9,0,50396.0,958.0,356.0,0,0,0,356,0,0,0,0
202,200069391,CA Lamballe Terre et Mer,2021,77,0.0,49.0,68.0,83.0,88.0,12.0,94,0,114368.0,10983.0,280.0,0,0,0,280,0,0,0,0
203,200069391,CA Lamballe Terre et Mer,2022,66,0.0,48.0,70.0,85.0,88.0,12.0,78,0,111953.0,7766.0,3741.0,0,0,1581,310,60,1652,0,138
204,200069391,CA Lamballe Terre et Mer,2023,39,0.0,56.0,72.0,87.0,90.0,10.0,67,7,53972.0,6524.0,968.0,0,380,0,0,0,0,588,0
205,200069391,CA Lamballe Terre et Mer,2024,37,0.0,38.0,59.0,70.0,78.0,22.0,43,9,101594.0,4726.0,1595.0,150,110,0,534,0,767,0,34
206,200069391,CA Lamballe Terre et Mer,2013,39,0.0,51.0,82.0,95.0,95.0,5.0,34,5,65551.0,4199.0,3989.0,0,0,34,485,0,2177,0,1259
207,200069391,CA Lamballe Terre et Mer,2014,32,0.0,34.0,78.0,84.0,84.0,16.0,35,3,64264.0,3603.0,408.0,0,0,0,0,0,408,0,0
208,200069391,CA Lamballe Terre et Mer,2015,32,0.0,47.0,69.0,78.0,84.0,16.0,33,5,66947.0,4567.0,2145.0,0,0,0,0,0,2145,0,0
209,200069391,CA Lamballe Terre et Mer,2016,47,0.0,57.0,74.0,85.0,85.0,15.0,53,1,79221.0,5775.0,2550.0,120,135,0,507,0,1726,33,0
210,200069391,CA Lamballe Terre et Mer,2017,53,0.0,62.0,79.0,91.0,91.0,9.0,46,0,162193.0,5216.0,1232.0,151,38,194,416,122,19,141,0
211,200069391,CA Lamballe Terre et Mer,2018,87,0.0,60.0,77.0,84.0,93.0,7.0,84,0,112353.0,9061.0,4322.0,0,685,0,620,0,72,2945,0
212,200069391,CA Lamballe Terre et Mer,2019,49,0.0,53.0,78.0,90.0,90.0,10.0,56,0,242639.0,5521.0,34.0,0,0,10,24,0,0,0,0
213,200069391,CA Lamballe Terre et Mer,2020,71,0.0,52.0,66.0,85.0,89.0,11.0,73,0,165485.0,7630.0,1501.0,0,0,0,21,0,1105,375,0
214,200069391,CA Lamballe Terre et Mer,2021,41,0.0,34.0,73.0,83.0,88.0,12.0,47,0,46870.0,5222.0,0.0,0,0,0,0,0,0,0,0
215,200069391,CA Lamballe Terre et Mer,2022,15,0.0,47.0,80.0,80.0,87.0,13.0,14,0,9182.0,1524.0,235.0,0,0,235,0,0,0,0,0
216,200069391,CA Lamballe Terre et Mer,2023,9,0.0,56.0,67.0,89.0,100.0,0.0,10,1,6397.0,1237.0,0.0,0,0,0,0,0,0,0,0
217,200069391,CA Lamballe Terre et Mer,2024,11,0.0,73.0,82.0,91.0,91.0,9.0,11,1,8217.0,1336.0,0.0,0,0,0,0,0,0,0,0
218,200069409,CA Saint-Brieuc Armor Agglomération,2020,39,0.0,72.0,90.0,97.0,97.0,3.0,89,0,175113.0,8095.0,4181.0,0,99,0,3252,0,821,9,0
219,200069409,CA Saint-Brieuc Armor Agglomération,2021,82,0.0,61.0,82.0,88.0,91.0,9.0,84,0,299622.0,9588.0,6450.0,0,662,912,2062,0,350,2446,18
220,200069409,CA Saint-Brieuc Armor Agglomération,2022,120,0.0,57.0,88.0,92.0,95.0,5.0,149,2,173839.0,18537.0,8911.0,0,1074,1614,4406,0,0,872,7
221,200069409,CA Saint-Brieuc Armor Agglomération,2023,58,0.0,71.0,90.0,91.0,91.0,9.0,71,1,235615.0,7869.0,11121.0,392,2248,0,0,1202,6043,1219,17
222,200069409,CA Saint-Brieuc Armor Agglomération,2024,46,0.0,65.0,87.0,91.0,91.0,9.0,93,3,96454.0,8643.0,4875.0,0,0,1614,1395,1228,0,638,0
223,200069409,CA Saint-Brieuc Armor Agglomération,2013,26,0.0,65.0,88.0,96.0,96.0,4.0,145,0,83298.0,10353.0,1312.0,0,1274,0,0,0,0,0,38
224,200069409,CA Saint-Brieuc Armor Agglomération,2014,68,0.0,62.0,93.0,94.0,96.0,4.0,79,4,118910.0,8156.0,4155.0,3198,0,436,0,0,128,0,393
225,200069409,CA Saint-Brieuc Armor Agglomération,2015,93,0.0,65.0,90.0,95.0,97.0,3.0,93,1,122420.0,9762.0,6402.0,0,3539,170,0,0,181,152,2360
226,200069409,CA Saint-Brieuc Armor Agglomération,2016,102,0.0,77.0,93.0,97.0,97.0,3.0,141,0,62989.0,13843.0,3081.0,0,2153,0,0,0,713,215,0
227,200069409,CA Saint-Brieuc Armor Agglomération,2017,153,0.0,67.0,87.0,92.0,93.0,7.0,331,0,172521.0,28716.0,1441.0,0,75,0,378,0,654,221,113
228,200069409,CA Saint-Brieuc Armor Agglomération,2018,140,0.0,67.0,86.0,91.0,91.0,9.0,167,0,534251.0,16879.0,6689.0,0,1026,0,2608,257,0,2771,27
229,200069409,CA Saint-Brieuc Armor Agglomération,2019,109,0.0,71.0,91.0,94.0,95.0,5.0,136,0,90531.0,14080.0,1170.0,0,0,0,991,0,0,179,0
230,200069409,CA Saint-Brieuc Armor Agglomération,2020,126,0.0,77.0,93.0,95.0,95.0,5.0,144,0,168040.0,14577.0,5214.0,0,3061,55,410,0,0,1553,135
231,200069409,CA Saint-Brieuc Armor Agglomération,2021,126,0.0,71.0,89.0,94.0,95.0,5.0,149,0,77296.0,15158.0,7637.0,0,0,0,0,0,0,1688,5949
232,200069409,CA Saint-Brieuc Armor Agglomération,2022,46,0.0,76.0,91.0,93.0,93.0,7.0,86,0,36130.0,8301.0,517.0,0,0,0,517,0,0,0,0
233,200069409,CA Saint-Brieuc Armor Agglomération,2023,14,0.0,71.0,93.0,100.0,100.0,0.0,13,0,9056.0,1715.0,1047.0,0,1047,0,0,0,0,0,0
234,200069409,CA Saint-Brieuc Armor Agglomération,2024,14,0.0,79.0,79.0,86.0,86.0,14.0,19,1,10333.0,2077.0,0.0,0,0,0,0,0,0,0,0
235,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,2020,4,0.0,50.0,50.0,50.0,100.0,0.0,2,0,22627.0,223.0,1297.0,0,0,0,0,0,1070,227,0
236,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,2021,6,0.0,67.0,100.0,100.0,100.0,0.0,11,0,155952.0,1134.0,1567.0,0,0,0,0,0,1567,0,0
237,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,2022,6,0.0,50.0,83.0,83.0,83.0,17.0,5,0,34201.0,591.0,1920.0,0,0,0,0,0,1920,0,0
238,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,2023,7,0.0,29.0,71.0,86.0,86.0,14.0,7,0,20766.0,571.0,1.0,0,0,0,0,0,1,0,0
239,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,2024,9,0.0,56.0,89.0,89.0,89.0,11.0,8,0,23159.0,817.0,1106.0,0,0,0,1106,0,0,0,0
240,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,2013,1,0.0,0.0,100.0,100.0,100.0,0.0,0,0,5248.0,0.0,220.0,0,0,0,0,0,220,0,0
241,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,2014,2,0.0,50.0,100.0,100.0,100.0,0.0,1,0,8151.0,116.0,80.0,0,0,0,0,0,80,0,0
242,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,2015,4,0.0,75.0,100.0,100.0,100.0,0.0,2,0,4098.0,216.0,576.0,563,13,0,0,0,0,0,0
243,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,2016,1,0.0,100.0,100.0,100.0,100.0,0.0,1,0,5248.0,164.0,0.0,0,0,0,0,0,0,0,0
244,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,2018,6,0.0,67.0,83.0,83.0,83.0,17.0,5,0,39206.0,624.0,284.0,0,142,0,0,0,0,0,0
245,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,2019,2,0.0,100.0,100.0,100.0,100.0,0.0,1,0,3196.0,82.0,575.0,0,140,0,435,0,0,0,0
246,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,2020,2,0.0,0.0,50.0,50.0,50.0,50.0,3,0,1680.0,373.0,0.0,0,0,0,0,0,0,0,0
247,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,2021,1,0.0,100.0,100.0,100.0,100.0,0.0,1,0,1113.0,123.0,0.0,0,0,0,0,0,0,0,0
248,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,2022,1,0.0,0.0,0.0,0.0,100.0,0.0,1,0,302.0,71.0,0.0,0,0,0,0,0,0,0,0
249,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,2023,9,0.0,67.0,100.0,100.0,100.0,0.0,7,0,15305.0,523.0,1699.0,1627,0,0,0,0,72,0,0
250,200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,2024,6,0.0,17.0,67.0,83.0,83.0,17.0,4,1,9074.0,298.0,1792.0,1627,0,0,0,0,0,0,165
251,200072734,CC Estuaire et Sillon,2020,5,0.0,20.0,20.0,20.0,20.0,80.0,5,0,6307.0,777.0,0.0,0,0,0,0,0,0,0,0
252,200072734,CC Estuaire et Sillon,2021,15,0.0,40.0,60.0,60.0,67.0,33.0,14,0,96797.0,1505.0,244.0,0,0,0,0,0,225,0,19
253,200072734,CC Estuaire et Sillon,2022,7,0.0,57.0,86.0,43.0,86.0,14.0,3,0,36415.0,402.0,2476.0,0,0,382,390,17,0,1687,0
254,200072734,CC Estuaire et Sillon,2023,33,0.0,33.0,33.0,36.0,36.0,64.0,37,1,12840.0,3522.0,0.0,0,0,0,0,0,0,0,0
255,200072734,CC Estuaire et Sillon,2024,9,0.0,33.0,56.0,22.0,56.0,44.0,6,0,6123.0,633.0,1269.0,0,0,0,0,0,0,1269,0
256,200072734,CC Estuaire et Sillon,2013,5,0.0,20.0,0.0,0.0,0.0,100.0,5,0,2262.0,506.0,0.0,0,0,0,0,0,0,0,0
257,200072734,CC Estuaire et Sillon,2014,12,0.0,25.0,67.0,67.0,67.0,33.0,12,0,5919.0,1176.0,0.0,0,0,0,0,0,0,0,0
258,200072734,CC Estuaire et Sillon,2015,7,0.0,29.0,86.0,86.0,86.0,14.0,7,0,5262.0,700.0,0.0,0,0,0,0,0,0,0,0
259,200072734,CC Estuaire et Sillon,2016,9,0.0,44.0,100.0,89.0,100.0,0.0,8,0,11943.0,697.0,1988.0,0,0,0,0,0,0,0,1988
260,200072734,CC Estuaire et Sillon,2017,7,0.0,29.0,57.0,43.0,57.0,43.0,6,0,5991.0,585.0,3328.0,0,808,0,0,2520,0,0,0
261,200072734,CC Estuaire et Sillon,2018,12,0.0,42.0,50.0,50.0,50.0,50.0,12,0,6705.0,1257.0,0.0,0,0,0,0,0,0,0,0
262,200072734,CC Estuaire et Sillon,2019,5,0.0,60.0,60.0,60.0,60.0,40.0,5,1,6347.0,639.0,0.0,0,0,0,0,0,0,0,0
263,200072734,CC Estuaire et Sillon,2020,1,0.0,0.0,100.0,100.0,100.0,0.0,1,0,0.0,116.0,0.0,0,0,0,0,0,0,0,0
264,200072734,CC Estuaire et Sillon,2021,3,0.0,0.0,33.0,33.0,33.0,67.0,3,0,1733.0,361.0,0.0,0,0,0,0,0,0,0,0
265,242900074,CC du Pays d'Iroise,2020,19,0.0,63.0,89.0,89.0,89.0,11.0,14,0,58883.0,1799.0,2826.0,0,170,0,113,0,1433,0,1110
266,242900074,CC du Pays d'Iroise,2021,36,0.0,67.0,89.0,92.0,94.0,6.0,62,1,331579.0,5903.0,1852.0,0,0,0,0,0,1036,119,697
267,242900074,CC du Pays d'Iroise,2022,122,0.0,52.0,89.0,90.0,92.0,8.0,136,6,718489.0,13550.0,2652.0,0,324,0,0,0,575,1699,0
268,242900074,CC du Pays d'Iroise,2023,89,0.0,53.0,92.0,93.0,93.0,7.0,94,1,339768.0,8981.0,2005.0,0,50,0,863,18,589,285,10
269,242900074,CC du Pays d'Iroise,2024,30,0.0,53.0,90.0,93.0,93.0,7.0,25,2,192858.0,2680.0,1395.0,0,164,0,0,9,578,635,9
270,242900074,CC du Pays d'Iroise,2013,22,0.0,55.0,95.0,100.0,100.0,0.0,21,0,65796.0,2389.0,3055.0,0,139,0,0,0,1925,375,616
271,242900074,CC du Pays d'Iroise,2014,16,0.0,62.0,88.0,88.0,88.0,12.0,14,1,15454.0,1963.0,1232.0,0,0,0,327,0,0,905,0
272,242900074,CC du Pays d'Iroise,2015,29,0.0,62.0,83.0,86.0,86.0,14.0,27,1,19281.0,3466.0,361.0,0,0,0,0,0,131,230,0
273,242900074,CC du Pays d'Iroise,2016,41,0.0,59.0,88.0,90.0,90.0,10.0,38,2,87931.0,4605.0,15425.0,0,58,0,0,0,15221,146,0
274,242900074,CC du Pays d'Iroise,2017,70,0.0,50.0,90.0,90.0,90.0,10.0,67,1,277860.0,7161.0,1462.0,0,0,0,0,0,837,0,625
275,242900074,CC du Pays d'Iroise,2018,81,0.0,48.0,96.0,96.0,96.0,4.0,82,0,138036.0,8992.0,598.0,0,64,0,463,0,0,71,0
276,242900074,CC du Pays d'Iroise,2019,101,0.0,65.0,94.0,95.0,95.0,5.0,114,0,238067.0,11683.0,291.0,0,0,0,142,0,0,149,0
277,242900074,CC du Pays d'Iroise,2020,92,0.0,53.0,92.0,92.0,92.0,8.0,94,0,84424.0,10301.0,362.0,0,0,0,362,0,0,0,0
278,242900074,CC du Pays d'Iroise,2021,32,0.0,56.0,100.0,100.0,100.0,0.0,32,0,19236.0,3248.0,192.0,0,0,0,0,0,96,0,0
279,242900074,CC du Pays d'Iroise,2022,10,0.0,40.0,90.0,90.0,100.0,0.0,11,0,8738.0,1188.0,0.0,0,0,0,0,0,0,0,0
280,242900074,CC du Pays d'Iroise,2023,9,0.0,89.0,89.0,89.0,89.0,11.0,8,0,10582.0,863.0,112.0,0,0,0,0,0,0,112,0
281,242900074,CC du Pays d'Iroise,2024,4,0.0,75.0,100.0,100.0,100.0,0.0,4,1,5869.0,421.0,0.0,0,0,0,0,0,0,0,0
282,242900314,Brest Métropole,2020,25,0.0,72.0,84.0,88.0,88.0,12.0,82,0,918518.0,6304.0,12338.0,3072,6757,34,0,2175,285,8,7
283,242900314,Brest Métropole,2021,122,0.0,75.0,95.0,97.0,97.0,3.0,201,1,971232.0,18512.0,44098.0,174,1694,0,0,3449,37550,592,282
284,242900314,Brest Métropole,2022,111,0.0,69.0,93.0,95.0,96.0,4.0,120,0,707634.0,13673.0,17134.0,0,2112,4757,0,6627,2248,0,0
285,242900314,Brest Métropole,2023,54,0.0,59.0,87.0,93.0,94.0,6.0,119,1,239401.0,10062.0,26780.0,6196,6418,439,1460,3296,1933,6190,235
286,242900314,Brest Métropole,2024,52,0.0,75.0,96.0,98.0,100.0,0.0,37,0,206102.0,4884.0,16511.0,0,3058,140,543,1240,390,2214,8536
287,242900314,Brest Métropole,2013,18,0.0,78.0,94.0,94.0,94.0,6.0,15,0,56384.0,2117.0,2287.0,0,222,0,0,0,0,2057,8
288,242900314,Brest Métropole,2014,67,0.0,78.0,97.0,97.0,97.0,3.0,74,1,138497.0,7716.0,13407.0,0,632,4405,414,0,3640,2496,1820
289,242900314,Brest Métropole,2015,50,0.0,68.0,94.0,96.0,96.0,4.0,162,0,119748.0,12914.0,1045.0,0,0,829,0,0,216,0,0
290,242900314,Brest Métropole,2016,79,0.0,72.0,94.0,96.0,96.0,4.0,180,0,255194.0,14232.0,7833.0,0,1141,359,129,0,1944,434,3826
291,242900314,Brest Métropole,2017,116,0.0,71.0,89.0,94.0,95.0,5.0,509,0,577981.0,40162.0,21938.0,1757,0,1207,0,8,4552,0,5737
292,242900314,Brest Métropole,2018,172,0.0,77.0,98.0,99.0,99.0,1.0,190,0,540770.0,19837.0,15127.0,0,7250,0,2503,485,1362,2184,1343
293,242900314,Brest Métropole,2019,82,0.0,80.0,96.0,96.0,96.0,4.0,167,1,89296.0,20212.0,1577.0,0,1082,0,424,8,0,0,0
294,242900314,Brest Métropole,2020,64,0.0,81.0,100.0,100.0,100.0,0.0,151,0,270353.0,12452.0,9378.0,0,3564,0,0,3498,1824,492,0
295,242900314,Brest Métropole,2021,31,0.0,81.0,100.0,100.0,100.0,0.0,27,0,38990.0,3095.0,5230.0,0,4133,0,122,975,0,0,0
296,242900314,Brest Métropole,2022,9,0.0,78.0,100.0,100.0,100.0,0.0,9,1,5569.0,1154.0,0.0,0,0,0,0,0,0,0,0
297,242900314,Brest Métropole,2023,8,0.0,62.0,100.0,100.0,100.0,0.0,6,0,13778.0,1023.0,404.0,0,0,0,0,0,177,0,50
298,242900314,Brest Métropole,2024,7,0.0,57.0,71.0,86.0,100.0,0.0,90,0,86909.0,12186.0,23926.0,0,9698,163,0,0,148,0,1954
299,242900553,CC du Pays des Abers,2020,10,0.0,80.0,90.0,90.0,100.0,0.0,4,0,264170.0,255.0,5538.0,0,0,0,717,0,4464,0,357
300,242900553,CC du Pays des Abers,2021,38,0.0,50.0,74.0,76.0,76.0,24.0,49,1,107711.0,4515.0,1497.0,0,0,171,0,14,1305,7,0
301,242900553,CC du Pays des Abers,2022,34,0.0,53.0,91.0,94.0,94.0,6.0,32,0,127893.0,3377.0,2300.0,0,0,0,0,7,2293,0,0
302,242900553,CC du Pays des Abers,2023,25,0.0,60.0,96.0,100.0,100.0,0.0,54,2,39331.0,4261.0,477.0,0,0,0,0,0,0,0,477
303,242900553,CC du Pays des Abers,2024,42,0.0,67.0,86.0,88.0,88.0,12.0,41,7,66112.0,3841.0,2471.0,0,0,1423,0,1048,0,0,0
