,INSEE_COM,NOM_COMMUNE,SIREN_EPCI,Nb_Permis,Part_Permis_annules,Part_Demandeurs_MEME_COMMUN,Part_Demandeurs_MEME_EPCI,Part_Demandeurs_MEME_DEP,Part_Demandeurs_BRETAGNE,Part_Demandeurs_Ouest,Part_Demandeurs_LOINTAINS,Nouveaux_Logements,Resid_secondaire,Surface_terrains,Surface_Logements,Surface_Locaux,Surface_hotels,Surface_bureaux,Surface_commerces,Surface_artisanat,Surface_industrie,Surface_bat_agricoles,Surface_entrepots,Surface_services_publics
149,29132,Locquénolé,242900835,9,22.0,0.0,56.0,100.0,100.0,100.0,0.0,9,0,607.0,1206.0,0.0,0,0,0,0,0,0,0,0
150,29133,Locquirec,242900835,37,11.0,38.0,59.0,62.0,86.0,89.0,11.0,46,7,11498.0,6002.0,0.0,0,0,0,0,0,0,0,0
151,29134,Locronan,200068120,5,0.0,40.0,80.0,100.0,100.0,100.0,0.0,3,0,45673.0,430.0,3345.0,0,157,0,0,3188,0,0,0
152,29135,Loctudy,242900702,137,4.0,20.0,39.0,66.0,75.0,80.0,20.0,154,41,200059.0,17220.0,3879.0,0,130,0,0,0,441,2733,575
153,29137,Logonna-Daoulas,242900801,9,11.0,11.0,44.0,78.0,78.0,78.0,22.0,8,0,22952.0,1198.0,2.0,0,0,0,0,0,0,2,0
154,29140,Loperhet,242900801,126,4.0,29.0,40.0,89.0,91.0,91.0,9.0,123,2,394763.0,14419.0,20378.0,0,230,448,74,8,12745,1085,5655
155,29143,Mahalon,242900629,42,7.0,29.0,55.0,93.0,95.0,95.0,5.0,38,1,303755.0,3648.0,2383.0,0,0,0,0,0,2324,0,59
156,29144,La Martyre,242900801,3,0.0,0.0,33.0,33.0,33.0,33.0,67.0,1,0,65974.0,104.0,5590.0,0,0,0,0,5482,0,0,108
157,29145,Confort-Meilars,242900629,9,11.0,22.0,44.0,100.0,100.0,100.0,0.0,8,0,22499.0,865.0,1140.0,0,167,0,0,0,0,973,0
158,29146,Melgven,242900769,9,0.0,56.0,78.0,78.0,100.0,100.0,0.0,7,0,38954.0,784.0,81.0,0,0,0,0,0,81,0,0
159,29148,Mespaul,200067072,4,0.0,75.0,100.0,100.0,100.0,100.0,0.0,0,0,239474.0,0.0,31774.0,0,0,0,0,0,31774,0,0
160,29150,Moëlan-sur-Mer,242900694,146,5.0,12.0,45.0,55.0,82.0,83.0,17.0,236,10,627595.0,22304.0,6788.0,44,135,258,0,0,5186,791,270
161,29151,Morlaix,242900835,54,11.0,37.0,52.0,85.0,91.0,91.0,9.0,34,1,672354.0,3771.0,21735.0,0,1394,182,0,13094,742,2249,4074
162,29153,Névez,242900769,77,3.0,26.0,45.0,55.0,65.0,66.0,34.0,71,6,166833.0,8357.0,2573.0,0,0,0,413,0,1556,401,0
163,29155,Ouessant,NR,8,0.0,38.0,0.0,75.0,75.0,75.0,25.0,3,2,43473.0,342.0,570.0,0,0,378,0,46,0,50,96
164,29156,Pencran,242900801,144,4.0,9.0,47.0,94.0,95.0,96.0,4.0,151,3,93499.0,16203.0,137.0,0,129,0,0,0,0,0,8
165,29158,Penmarch,242900702,139,7.0,27.0,51.0,68.0,75.0,76.0,24.0,145,32,436585.0,17218.0,12485.0,0,677,1382,1662,6184,0,1754,29
166,29159,Peumerit,242900710,3,0.0,67.0,67.0,100.0,100.0,100.0,0.0,3,0,11002.0,399.0,0.0,0,0,0,0,0,0,0,0
167,29161,Pleuven,242900660,126,5.0,2.0,43.0,91.0,94.0,94.0,6.0,131,5,207230.0,14453.0,4599.0,0,84,1822,568,185,381,909,325
168,29165,Plobannalec-Lesconil,242900702,219,1.0,24.0,69.0,84.0,88.0,89.0,11.0,278,20,662688.0,32879.0,3733.0,114,233,0,771,0,1641,646,272
169,29166,Ploéven,200067247,13,0.0,46.0,54.0,92.0,92.0,100.0,0.0,11,0,346082.0,1251.0,2006.0,252,0,0,0,0,1754,0,0
170,29168,Plogoff,242900629,15,0.0,27.0,27.0,53.0,67.0,73.0,27.0,16,5,14980.0,1510.0,0.0,0,0,0,0,0,0,0,0
171,29170,Plomelin,200068120,1,0.0,0.0,0.0,100.0,100.0,100.0,0.0,1,0,4370.0,152.0,0.0,0,0,0,0,0,0,0,0
172,29171,Plomeur,242900702,107,26.0,30.0,54.0,62.0,69.0,70.0,30.0,80,5,788424.0,9076.0,17101.0,0,127,797,1364,296,3899,8538,1645
173,29172,Plomodiern,200067247,41,0.0,32.0,39.0,88.0,93.0,93.0,7.0,49,4,96601.0,5401.0,667.0,0,0,9,0,0,511,147,0
174,29174,Plonéour-Lanvern,242900710,161,4.0,10.0,22.0,88.0,90.0,91.0,9.0,157,2,358825.0,16109.0,7516.0,0,694,1885,1780,0,1622,1526,9
175,29176,Plonévez-Porzay,200067247,34,9.0,50.0,74.0,97.0,97.0,97.0,3.0,29,1,410471.0,2440.0,7539.0,0,205,1047,0,705,3533,1384,414
176,29177,Plouarzel,242900074,118,2.0,35.0,66.0,90.0,92.0,92.0,8.0,113,3,1337831.0,11441.0,10396.0,0,238,0,345,0,6931,1109,1677
177,29178,Ploudalmézeau,242900074,159,3.0,38.0,55.0,91.0,94.0,96.0,4.0,154,3,641723.0,17078.0,5119.0,0,768,315,485,295,2128,402,616
178,29179,Ploudaniel,242900793,9,0.0,11.0,22.0,67.0,78.0,89.0,11.0,1,0,25933.0,143.0,5618.0,0,1076,0,3436,0,0,1106,0
179,29181,Plouédern,242900801,129,3.0,17.0,49.0,91.0,94.0,94.0,6.0,122,2,348138.0,12314.0,29768.0,0,1218,3521,1244,15562,2323,5863,37
180,29182,Plouégat-Guérand,242900835,18,6.0,44.0,83.0,89.0,100.0,100.0,0.0,11,0,148810.0,1193.0,2545.0,0,0,0,0,0,2536,0,9
181,29184,Plouénan,200067072,97,3.0,42.0,74.0,99.0,99.0,99.0,1.0,75,1,494393.0,8887.0,106057.0,0,434,335,1384,0,103506,378,0
182,29185,Plouescat,200067072,107,5.0,51.0,64.0,87.0,91.0,92.0,8.0,104,7,366977.0,11732.0,47297.0,0,544,0,406,0,44973,553,335
183,29186,Plouezoc'h,242900835,63,6.0,40.0,78.0,87.0,87.0,87.0,13.0,62,3,43771.0,7933.0,3072.0,0,30,0,400,0,2357,211,74
184,29188,Plougasnou,242900835,50,2.0,60.0,80.0,82.0,94.0,94.0,6.0,39,0,352191.0,4576.0,7055.0,0,156,78,465,0,5809,0,547
185,29189,Plougastel-Daoulas,242900314,170,5.0,36.0,50.0,94.0,96.0,96.0,4.0,189,1,863201.0,20959.0,44025.0,0,4064,851,1555,659,30790,1021,4583
186,29190,Plougonvelin,242900074,133,3.0,27.0,46.0,84.0,85.0,85.0,15.0,177,1,456975.0,19170.0,2127.0,0,33,0,253,8,1198,551,84
187,29192,Plougoulm,200067072,47,4.0,43.0,77.0,91.0,91.0,94.0,6.0,38,2,181766.0,4260.0,96693.0,0,327,0,0,0,96366,0,0
188,29195,Plouguerneau,242900553,125,5.0,52.0,68.0,92.0,94.0,94.0,6.0,142,7,463627.0,13910.0,24527.0,0,560,1535,4325,1849,15365,395,498
189,29196,Plouguin,242900553,43,2.0,44.0,53.0,98.0,98.0,98.0,2.0,34,0,476648.0,3435.0,8840.0,0,72,0,133,14,8572,0,49
190,29197,Plouhinec,242900629,131,6.0,31.0,47.0,73.0,81.0,81.0,19.0,118,13,799743.0,13007.0,8779.0,0,0,0,837,0,5322,2290,330
191,29198,Plouider,242900793,68,1.0,31.0,68.0,91.0,93.0,94.0,6.0,66,1,138245.0,6321.0,3106.0,0,0,0,0,0,2821,0,285
192,29201,Ploumoguer,242900074,103,7.0,33.0,64.0,96.0,98.0,98.0,2.0,112,0,921124.0,10220.0,2525.0,0,0,122,362,591,658,0,712
193,29206,Plounévez-Lochrist,200067072,40,5.0,32.0,52.0,95.0,98.0,98.0,2.0,32,0,127508.0,3579.0,4019.0,0,0,0,0,0,3847,140,32
194,29208,Plourin,242900074,58,7.0,24.0,53.0,100.0,100.0,100.0,0.0,57,0,88268.0,5335.0,5236.0,0,226,0,0,0,2856,2154,0
195,29209,Plouvien,242900553,38,5.0,32.0,66.0,89.0,95.0,95.0,5.0,25,0,272112.0,2747.0,31926.0,0,0,0,0,21313,10602,7,4
196,29210,Plouvorn,242900751,5,0.0,80.0,80.0,80.0,80.0,80.0,20.0,0,0,52397.0,0.0,4926.0,0,0,0,0,0,4926,0,0
197,29212,Plouzané,242900314,171,4.0,32.0,76.0,96.0,98.0,98.0,2.0,179,1,559174.0,20353.0,16265.0,6196,3152,0,786,0,2638,1078,1928
198,29214,Plovan,242900710,46,11.0,20.0,48.0,83.0,89.0,91.0,9.0,28,6,286847.0,3237.0,5534.0,0,251,0,1411,776,1543,1226,327
199,29215,Plozévet,242900710,84,1.0,38.0,56.0,86.0,92.0,93.0,7.0,76,9,254565.0,8126.0,4432.0,0,231,249,0,498,3445,0,9
200,29217,Pont-Aven,242900769,81,4.0,4.0,54.0,81.0,89.0,91.0,9.0,94,4,131613.0,9346.0,8988.0,0,1102,0,3717,2387,450,687,645
201,29218,Pont-Croix,242900629,17,12.0,65.0,82.0,94.0,94.0,94.0,6.0,11,0,151214.0,1388.0,2999.0,0,0,0,0,0,2824,175,0
202,29220,Pont-l'Abbé,242900702,218,2.0,30.0,64.0,85.0,91.0,92.0,8.0,425,21,578971.0,45945.0,21324.0,0,2592,3938,1747,1766,696,1834,8322
203,29221,Porspoder,242900074,11,9.0,27.0,45.0,73.0,73.0,82.0,18.0,9,1,39989.0,795.0,643.0,0,0,0,238,0,0,404,1
204,29224,Pouldergat,242900645,24,0.0,29.0,50.0,79.0,88.0,92.0,8.0,19,0,452022.0,2226.0,1439.0,0,95,0,0,0,1344,0,0
205,29225,Pouldreuzic,242900710,46,13.0,35.0,59.0,87.0,89.0,89.0,11.0,42,2,130878.0,4063.0,2755.0,0,201,0,0,0,2059,495,0
206,29226,Poullan-sur-Mer,242900645,58,3.0,12.0,41.0,90.0,90.0,91.0,9.0,55,1,303885.0,5679.0,4218.0,0,0,0,116,0,3013,964,9
207,29228,Primelin,242900629,6,0.0,67.0,67.0,67.0,83.0,100.0,0.0,3,1,28401.0,373.0,423.0,0,0,0,0,0,402,17,4
208,29233,Quimperlé,242900694,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1,0,32423.0,119.0,0.0,0,0,0,0,0,0,0,0
209,29234,Rédené,242900694,4,25.0,75.0,75.0,50.0,75.0,75.0,25.0,0,0,46545.0,0.0,4051.0,0,207,0,0,3340,491,13,0
210,29235,Le Relecq-Kerhuon,242900314,13,0.0,8.0,62.0,92.0,100.0,100.0,0.0,93,0,17858.0,6297.0,0.0,0,0,0,0,0,0,0,0
211,29236,Riec-sur-Bélon,242900694,142,5.0,23.0,49.0,68.0,87.0,88.0,12.0,150,10,414932.0,15004.0,4623.0,0,241,177,2223,226,277,1431,7
212,29237,La Roche-Maurice,242900801,28,4.0,18.0,54.0,93.0,96.0,96.0,4.0,28,1,25254.0,2929.0,0.0,0,0,0,0,0,0,0,0
213,29238,Roscanvel,200066868,8,12.0,12.0,62.0,88.0,88.0,88.0,12.0,7,2,22789.0,635.0,829.0,0,0,0,54,0,775,0,0
214,29239,Roscoff,200067072,38,5.0,29.0,37.0,84.0,87.0,87.0,13.0,47,3,61249.0,4586.0,2197.0,0,557,0,0,0,1499,0,141
215,29240,Rosnoën,200066868,26,4.0,15.0,54.0,88.0,88.0,88.0,12.0,20,0,343070.0,2379.0,1357.0,0,0,0,260,0,951,0,146
216,29245,Saint-Divy,242900801,63,3.0,19.0,30.0,100.0,100.0,100.0,0.0,74,1,46601.0,7584.0,562.0,0,0,0,0,0,562,0,0
217,29247,Saint-Évarzec,242900660,41,2.0,17.0,44.0,88.0,90.0,90.0,10.0,58,0,189713.0,5624.0,2281.0,69,0,2120,0,0,46,0,0
218,29248,Saint-Frégant,242900793,24,8.0,42.0,75.0,100.0,100.0,100.0,0.0,25,0,20058.0,2860.0,0.0,0,0,0,0,0,0,0,0
219,29251,Saint-Jean-du-Doigt,242900835,43,14.0,7.0,53.0,70.0,77.0,77.0,23.0,40,5,9532.0,4507.0,3366.0,0,0,0,0,0,3366,0,0
220,29252,Saint-Jean-Trolimon,242900702,13,8.0,38.0,46.0,100.0,100.0,100.0,0.0,13,0,315450.0,1548.0,3851.0,0,0,240,0,0,3611,0,0
221,29254,Saint-Martin-des-Champs,242900835,57,2.0,26.0,81.0,100.0,100.0,100.0,0.0,54,2,69545.0,5050.0,4155.0,0,0,0,0,15,3492,648,0
222,29256,Saint-Nic,200067247,7,0.0,71.0,71.0,86.0,86.0,86.0,14.0,3,1,104915.0,321.0,3091.0,0,42,0,0,0,2950,99,0
223,29257,Saint-Pabu,242900553,46,2.0,26.0,50.0,87.0,89.0,89.0,11.0,42,1,120172.0,4277.0,759.0,0,105,0,0,0,200,342,112
224,29259,Saint-Pol-de-Léon,200067072,169,4.0,34.0,63.0,82.0,85.0,86.0,14.0,251,15,322669.0,23889.0,66902.0,0,313,3333,1664,0,47444,2399,11361
225,29265,Sainte-Sève,242900835,1,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0,0,18160.0,0.0,1300.0,0,0,0,0,0,1300,0,0
226,29266,Saint-Thégonnec Loc-Eguiner,242900835,1,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0,0,13459.0,0.0,743.0,0,0,0,0,0,743,0,0
227,29268,Saint-Thonan,242900801,2,0.0,50.0,50.0,100.0,100.0,100.0,0.0,1,0,1239.0,104.0,106.0,0,0,0,0,0,106,0,0
228,29270,Saint-Urbain,242900801,5,0.0,40.0,80.0,100.0,100.0,100.0,0.0,4,0,10248.0,506.0,747.0,0,0,0,0,0,747,0,0
229,29272,Saint-Yvi,242900769,6,0.0,67.0,83.0,83.0,83.0,83.0,17.0,1,0,81658.0,124.0,2579.0,0,0,0,0,0,2579,0,0
230,29273,Santec,200067072,87,5.0,40.0,67.0,85.0,97.0,97.0,3.0,82,13,40026.0,9275.0,904.0,0,0,5,0,0,780,0,119
231,29276,Sibiril,200067072,17,6.0,65.0,82.0,94.0,94.0,94.0,6.0,11,1,94613.0,1362.0,110099.0,0,0,0,0,0,110099,0,0
232,29279,Taulé,242900835,33,3.0,55.0,91.0,100.0,100.0,100.0,0.0,30,0,425121.0,2949.0,16399.0,0,20,0,1334,0,14905,0,140
233,29280,Telgruc-sur-Mer,200066868,74,5.0,20.0,50.0,78.0,85.0,85.0,15.0,75,12,352697.0,8931.0,4844.0,0,0,2465,0,0,2318,50,11
234,29282,Trébabu,242900074,22,5.0,5.0,59.0,95.0,95.0,95.0,5.0,24,0,34658.0,2616.0,456.0,0,0,0,0,0,456,0,0
235,29284,Treffiagat,242900702,42,0.0,17.0,48.0,74.0,76.0,76.0,24.0,50,4,84988.0,6342.0,4427.0,0,365,0,625,2158,0,1279,0
236,29285,Tréflaouénan,200067072,1,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0,60604.0,0.0,25650.0,0,0,0,0,0,25650,0,0
237,29287,Tréflez,200067072,73,7.0,33.0,42.0,58.0,63.0,63.0,37.0,64,28,319916.0,8426.0,14104.0,0,30,0,0,0,14074,0,0
238,29289,Trégarvan,200067247,2,0.0,50.0,50.0,50.0,50.0,50.0,50.0,0,0,25377.0,0.0,1718.0,0,0,0,0,8,1710,0,0
239,29290,Tréglonou,242900553,32,0.0,6.0,56.0,94.0,97.0,100.0,0.0,31,1,39767.0,3563.0,3.0,0,0,0,0,0,0,0,3
240,29292,Tréguennec,242900702,9,11.0,33.0,67.0,78.0,78.0,78.0,22.0,9,2,21624.0,962.0,0.0,0,0,0,0,0,0,0,0
241,29293,Trégunc,242900769,133,3.0,30.0,55.0,79.0,91.0,92.0,8.0,170,11,476152.0,18274.0,12220.0,0,0,550,0,5954,4996,720,0
242,29296,Tréméoc,242900702,106,4.0,8.0,58.0,96.0,97.0,97.0,3.0,103,2,321136.0,10940.0,641.0,0,83,0,0,0,407,0,151
243,29298,Tréogat,242900710,6,0.0,33.0,83.0,100.0,100.0,100.0,0.0,4,0,35400.0,524.0,633.0,0,0,0,0,0,0,0,633
244,35049,Cancale,243500782,159,1.0,41.0,50.0,83.0,88.0,94.0,6.0,250,20,194714.0,22213.0,11306.0,77,415,1261,4987,379,2426,1739,8
245,35070,Châteauneuf-d'Ille-et-Vilaine,243500782,5,0.0,20.0,60.0,80.0,100.0,100.0,0.0,36,0,39965.0,2651.0,462.0,0,462,0,0,0,0,0,0
246,35078,Cherrueix,200070670,21,0.0,52.0,52.0,86.0,86.0,86.0,14.0,15,0,114364.0,1791.0,2052.0,0,142,0,0,0,1768,0,0
247,35093,Dinard,243500725,82,5.0,24.0,24.0,74.0,83.0,91.0,9.0,225,34,151004.0,19917.0,836.0,0,0,97,0,0,421,10,211
248,35116,La Fresnais,243500782,104,6.0,21.0,60.0,84.0,84.0,94.0,6.0,104,3,137889.0,11165.0,2113.0,0,0,0,914,12,1179,0,8
249,35122,La Gouesnière,243500782,132,2.0,22.0,61.0,93.0,95.0,97.0,3.0,109,14,194610.0,11330.0,16703.0,0,1276,244,2324,0,3319,7095,2291
250,35132,Hirel,243500782,20,5.0,50.0,75.0,90.0,95.0,95.0,5.0,23,3,55337.0,2423.0,2078.0,0,0,0,0,0,1468,0,610
251,35153,Lillemer,243500782,36,6.0,19.0,83.0,92.0,94.0,100.0,0.0,33,2,85024.0,3559.0,915.0,0,0,0,61,0,646,147,0
252,35179,Miniac-Morvan,243500782,213,4.0,23.0,48.0,88.0,95.0,98.0,2.0,186,11,595362.0,18337.0,52630.0,0,2497,2308,8399,20571,1056,17799,0
253,35181,Le Minihic-sur-Rance,243500725,42,10.0,10.0,55.0,83.0,90.0,90.0,10.0,35,2,84730.0,4876.0,2826.0,0,147,0,937,9,1198,535,0
254,35186,Mont-Dol,200070670,6,0.0,67.0,67.0,100.0,100.0,100.0,0.0,9,0,120538.0,822.0,1698.0,0,0,0,0,0,1698,0,0
255,35222,Pleine-Fougères,200070670,1,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0,0,77230.0,0.0,948.0,0,0,0,0,0,948,0,0
256,35228,Pleurtuit,243500725,164,9.0,32.0,46.0,73.0,82.0,92.0,8.0,198,15,570914.0,19054.0,47884.0,4520,403,31109,3652,9,4029,3634,528
257,35241,La Richardais,243500725,91,0.0,22.0,58.0,92.0,92.0,93.0,7.0,108,10,73197.0,11494.0,5407.0,0,44,3104,268,0,37,1954,0
258,35247,Roz-sur-Couesnon,200070670,36,3.0,14.0,58.0,83.0,89.0,94.0,6.0,41,1,49799.0,3510.0,729.0,563,0,0,0,0,1,0,165
259,35248,Sains,200070670,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1,0,3900.0,87.0,0.0,0,0,0,0,0,0,0,0
260,35255,Saint-Benoît-des-Ondes,243500782,4,0.0,25.0,50.0,100.0,100.0,100.0,0.0,20,0,23060.0,1915.0,274.0,42,40,0,0,0,0,192,0
261,35256,Saint-Briac-sur-Mer,243500725,43,0.0,14.0,47.0,67.0,74.0,74.0,26.0,47,5,50979.0,6636.0,1427.0,0,104,0,472,17,0,623,0
262,35259,Saint-Broladre,200070670,13,15.0,46.0,62.0,92.0,92.0,92.0,8.0,11,0,191257.0,1855.0,3487.0,0,0,0,0,0,3487,0,0
263,35263,Saint-Coulomb,243500782,245,3.0,22.0,61.0,84.0,88.0,91.0,9.0,262,25,330533.0,28373.0,2667.0,0,0,300,701,0,1243,187,118
264,35270,Saint-Georges-de-Gréhaigne,200070670,13,0.0,23.0,62.0,62.0,62.0,77.0,23.0,3,0,202033.0,384.0,8862.0,3254,1247,0,1835,0,2510,0,16
265,35279,Saint-Guinoux,243500782,102,2.0,19.0,81.0,97.0,99.0,99.0,1.0,94,3,73038.0,9593.0,1523.0,0,0,0,1212,0,195,100,16
266,35284,Saint-Jouan-des-Guérets,243500782,119,3.0,16.0,55.0,93.0,96.0,97.0,3.0,92,6,957579.0,10125.0,48213.0,0,13818,6883,9639,7988,0,4117,5768
267,35287,Saint-Lunaire,243500725,175,5.0,5.0,50.0,84.0,93.0,95.0,5.0,253,25,370527.0,26560.0,8880.0,0,72,0,259,0,8540,9,0
268,35288,Saint-Malo,243500782,379,3.0,41.0,47.0,85.0,92.0,95.0,5.0,1067,59,1577034.0,85870.0,73005.0,3011,4468,9264,23309,2195,3322,8165,19271
269,35291,Saint-Marcan,200070670,5,0.0,20.0,40.0,100.0,100.0,100.0,0.0,3,0,15607.0,357.0,23.0,0,13,0,0,0,0,0,10
270,35299,Saint-Méloir-des-Ondes,243500782,276,4.0,23.0,56.0,85.0,91.0,95.0,5.0,287,28,1298591.0,30390.0,39269.0,0,585,677,1819,435,31185,4560,8
271,35306,Saint-Père-Marc-en-Poulet,243500782,111,1.0,14.0,58.0,88.0,93.0,96.0,4.0,127,9,202928.0,13426.0,5809.0,0,0,0,0,0,5099,140,570
272,35314,Saint-Suliac,243500782,34,0.0,32.0,59.0,97.0,100.0,100.0,0.0,56,5,66449.0,5008.0,37.0,0,0,0,0,14,0,0,23
273,35358,La Ville-ès-Nonais,243500782,66,6.0,20.0,44.0,88.0,92.0,97.0,3.0,67,3,145155.0,6912.0,2659.0,0,0,0,1007,0,1652,0,0
274,35361,Le Vivier-sur-Mer,200070670,4,0.0,25.0,50.0,100.0,100.0,100.0,0.0,6,0,7907.0,554.0,227.0,0,0,0,0,0,0,227,0
275,44006,Assérac,244400610,98,4.0,7.0,37.0,77.0,70.0,89.0,11.0,97,10,616494.0,9954.0,8511.0,0,312,232,0,0,6068,0,405
276,44010,Batz-sur-Mer,244400610,75,1.0,1.0,29.0,80.0,83.0,85.0,15.0,101,4,170443.0,9354.0,268.0,0,0,54,214,0,0,0,0
277,44012,La Bernerie-en-Retz,200067346,218,3.0,4.0,34.0,79.0,77.0,91.0,9.0,285,23,237902.0,28382.0,4502.0,0,83,71,2799,170,24,1355,0
278,44019,Bouée,200072734,38,3.0,11.0,26.0,97.0,92.0,97.0,3.0,36,1,58581.0,3342.0,244.0,0,19,0,0,0,225,0,0
279,44021,Villeneuve-en-Retz,200067346,45,2.0,7.0,40.0,84.0,73.0,89.0,11.0,39,2,216621.0,3781.0,5480.0,754,0,1841,0,0,1944,895,46
280,44033,La Chapelle-Launay,200072734,5,0.0,20.0,40.0,100.0,80.0,100.0,0.0,4,0,40834.0,520.0,776.0,0,0,0,0,0,776,0,0
281,44038,Chauvé,200067346,1,0.0,0.0,100.0,100.0,100.0,100.0,0.0,1,0,12380.0,198.0,0.0,0,0,0,0,0,0,0,0
282,44045,Cordemais,200072734,91,5.0,34.0,46.0,13.0,1.0,14.0,86.0,82,0,399278.0,8602.0,12808.0,0,1208,382,976,5014,235,2986,2007
283,44046,Corsept,244400586,16,6.0,50.0,62.0,19.0,0.0,19.0,81.0,28,1,24852.0,2675.0,1068.0,8,0,230,0,0,600,0,0
284,44049,Le Croisic,244400610,57,4.0,63.0,68.0,18.0,4.0,18.0,82.0,51,0,67031.0,5375.0,2590.0,0,135,0,1682,0,592,70,6
285,44050,Crossac,200000438,2,0.0,50.0,50.0,0.0,0.0,0.0,100.0,2,0,2704.0,254.0,0.0,0,0,0,0,0,0,0,0
286,44052,Donges,244400644,177,8.0,31.0,50.0,12.0,0.0,13.0,87.0,196,2,5296435.0,18025.0,24550.0,0,2559,1472,8738,10205,251,861,464
287,44055,La Baule-Escoublac,244400610,166,5.0,24.0,32.0,16.0,2.0,16.0,84.0,474,1,4950955.0,39935.0,10819.0,4697,99,326,0,0,1731,3639,316
288,44061,Frossay,244400586,77,8.0,40.0,51.0,13.0,0.0,13.0,87.0,67,5,526808.0,6393.0,5010.0,0,48,305,0,0,4650,0,7
289,44069,Guérande,244400610,220,1.0,36.0,39.0,18.0,5.0,26.0,74.0,572,6,861587.0,60491.0,12547.0,2137,365,2407,1460,371,3224,289,1205
290,44072,Herbignac,244400610,50,2.0,12.0,56.0,20.0,2.0,20.0,80.0,41,0,405037.0,4929.0,2456.0,0,0,0,0,0,1858,598,0
291,44080,Lavau-sur-Loire,200072734,21,5.0,5.0,33.0,95.0,100.0,100.0,0.0,25,1,12191.0,2655.0,0.0,0,0,0,0,0,0,0,0
292,44089,Malville,200072734,1,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0,0,13193.0,0.0,4039.0,0,0,0,0,4039,0,0,0
293,44097,Mesquer,244400610,143,4.0,4.0,17.0,69.0,71.0,82.0,18.0,164,33,448418.0,17262.0,794.0,0,39,209,323,0,176,0,8
294,44103,Montoir-de-Bretagne,244400644,182,5.0,13.0,27.0,93.0,70.0,96.0,4.0,153,0,10725025.0,14574.0,83360.0,2190,13790,2782,0,49131,96,15106,265
295,44106,Les Moutiers-en-Retz,200067346,84,2.0,4.0,27.0,82.0,80.0,92.0,8.0,95,5,73725.0,9009.0,1233.0,0,0,0,0,0,1225,0,8
296,44116,Paimbœuf,244400586,3,0.0,33.0,33.0,67.0,33.0,67.0,33.0,1,0,62537.0,80.0,510.0,0,0,0,0,55,0,0,455
297,44125,Piriac-sur-Mer,244400610,107,2.0,7.0,13.0,50.0,59.0,80.0,20.0,180,6,500283.0,18036.0,1369.0,0,0,67,0,145,793,0,364
298,44126,La Plaine-sur-Mer,200067346,118,5.0,0.0,33.0,82.0,71.0,96.0,4.0,110,12,326397.0,11338.0,10665.0,122,0,720,1654,0,5354,2085,182
299,44131,Pornic,200067346,589,2.0,11.0,51.0,86.0,81.0,93.0,7.0,990,27,1367779.0,92463.0,64330.0,10271,11084,13844,4852,757,18491,2025,2737
300,44132,Pornichet,244400644,106,3.0,44.0,48.0,90.0,75.0,95.0,5.0,179,4,327255.0,18247.0,16712.0,0,634,10039,1217,541,126,2351,1690
301,44135,Le Pouliguen,244400610,11,0.0,18.0,36.0,73.0,55.0,82.0,18.0,62,2,56282.0,5492.0,10486.0,9835,0,193,0,0,0,0,458
302,44136,Préfailles,200067346,70,0.0,0.0,30.0,67.0,71.0,84.0,16.0,85,20,56755.0,9171.0,1055.0,0,87,0,0,0,0,968,0
303,44137,Prinquiau,200072734,13,8.0,23.0,38.0,85.0,62.0,85.0,15.0,10,0,137564.0,1112.0,2833.0,0,0,0,0,1671,0,1100,62
304,44151,Saint-André-des-Eaux,244400644,14,7.0,0.0,29.0,100.0,100.0,100.0,0.0,14,0,26767.0,2184.0,0.0,0,0,0,0,0,0,0,0
305,44154,Saint-Brevin-les-Pins,244400586,165,4.0,2.0,61.0,93.0,72.0,97.0,3.0,140,12,310610.0,17798.0,18634.0,2588,1005,4766,5967,1516,20,2765,7
306,44168,Saint-Joachim,244400644,50,4.0,8.0,18.0,96.0,82.0,98.0,2.0,50,0,233056.0,5043.0,3968.0,0,0,1122,0,0,0,0,2846
307,44175,Saint-Lyphard,244400610,6,0.0,0.0,33.0,100.0,100.0,100.0,0.0,6,0,88710.0,645.0,0.0,0,0,0,0,0,0,0,0
308,44176,Saint-Malo-de-Guersac,244400644,34,12.0,18.0,38.0,100.0,91.0,100.0,0.0,31,1,73347.0,3294.0,40.0,0,0,0,0,0,10,0,30
309,44182,Saint-Michel-Chef-Chef,200067346,259,2.0,1.0,31.0,84.0,86.0,94.0,6.0,306,12,182710.0,28449.0,4135.0,0,0,197,0,0,3889,40,9
310,44183,Saint-Molf,244400610,148,9.0,5.0,36.0,84.0,78.0,88.0,12.0,148,2,1136867.0,15844.0,16830.0,0,225,3161,1043,0,9707,0,51
311,44184,Saint-Nazaire,244400644,176,6.0,16.0,23.0,90.0,64.0,93.0,7.0,928,0,1781349.0,83943.0,61706.0,0,10277,13276,1546,16701,9436,3680,4674
