,INSEE_COM,NOM_COMMUNE,SIREN_EPCI,TacheUrb2014,Nb_Permis,Part_Permis_annules,Part_Demandeurs_MEME_COMMUN,Part_Demandeurs_MEME_EPCI,Part_Demandeurs_MEME_DEP,Part_Demandeurs_BRETAGNE,Part_Demandeurs_Ouest,Part_Demandeurs_LOINTAINS,Nouveaux_Logements,Resid_secondaire,Surface_terrains,Surface_Logements,Surface_Locaux,Surface_hotels,Surface_bureaux,Surface_commerces,Surface_artisanat,Surface_industrie,Surface_bat_agricoles,Surface_entrepots,Surface_services_publics
287,29109,Landunvez,242900074,extérieur,67,1.0,25.0,51.0,91.0,91.0,91.0,9.0,59,3,99441.0,6424.0,17123.0,0,96,0,0,0,16919,54,0
288,29109,Landunvez,242900074,intérieur,60,7.0,35.0,58.0,80.0,83.0,83.0,17.0,59,5,55040.0,7763.0,397.0,0,0,0,0,0,358,0,39
289,29112,Lanildut,242900074,extérieur,18,6.0,44.0,72.0,89.0,89.0,89.0,11.0,19,3,35067.0,1835.0,730.0,0,0,0,360,0,0,0,370
290,29112,Lanildut,242900074,intérieur,52,2.0,21.0,52.0,94.0,94.0,94.0,6.0,52,4,64885.0,6514.0,1275.0,0,0,3,0,0,0,0,642
291,29113,Lanmeur,242900835,extérieur,25,12.0,44.0,88.0,96.0,96.0,96.0,4.0,20,0,63172.0,2669.0,5528.0,0,0,0,0,17,5511,0,0
292,29113,Lanmeur,242900835,intérieur,37,5.0,49.0,81.0,86.0,95.0,95.0,5.0,30,1,23433.0,3672.0,481.0,0,26,0,240,0,94,120,1
293,29117,Lannilis,242900553,extérieur,207,3.0,40.0,69.0,97.0,97.0,97.0,3.0,212,3,1063164.0,21757.0,10223.0,0,0,1594,0,7,8160,0,462
294,29117,Lannilis,242900553,intérieur,142,4.0,46.0,73.0,92.0,94.0,94.0,6.0,150,1,767644.0,15803.0,12131.0,0,202,1636,625,184,6583,2084,817
295,29120,Lanvéoc,200066868,extérieur,17,0.0,29.0,71.0,82.0,88.0,88.0,12.0,16,2,19730.0,1658.0,2112.0,0,0,0,0,0,2112,0,0
296,29120,Lanvéoc,200066868,intérieur,34,0.0,18.0,74.0,82.0,82.0,82.0,18.0,26,2,43613.0,2996.0,759.0,0,102,178,0,0,0,297,0
297,29130,Locmaria-Plouzané,242900074,extérieur,122,2.0,25.0,51.0,96.0,96.0,96.0,4.0,116,0,347262.0,12657.0,4164.0,0,343,0,458,10,2917,426,10
298,29130,Locmaria-Plouzané,242900074,intérieur,134,4.0,19.0,43.0,91.0,91.0,92.0,8.0,151,3,260065.0,19496.0,2058.0,0,210,0,357,0,1336,0,9
299,29132,Locquénolé,242900835,extérieur,9,22.0,0.0,56.0,100.0,100.0,100.0,0.0,9,0,607.0,1206.0,0.0,0,0,0,0,0,0,0,0
300,29132,Locquénolé,242900835,intérieur,18,6.0,44.0,56.0,89.0,89.0,89.0,11.0,22,3,7695.0,2428.0,75.0,0,70,5,0,0,0,0,0
301,29133,Locquirec,242900835,extérieur,37,11.0,38.0,59.0,62.0,86.0,89.0,11.0,46,7,11498.0,6002.0,0.0,0,0,0,0,0,0,0,0
302,29133,Locquirec,242900835,intérieur,105,4.0,33.0,60.0,64.0,86.0,88.0,12.0,109,22,50327.0,14530.0,1132.0,0,11,318,30,0,307,0,182
303,29134,Locronan,200068120,extérieur,5,0.0,40.0,80.0,100.0,100.0,100.0,0.0,3,0,45673.0,430.0,3345.0,0,157,0,0,3188,0,0,0
304,29134,Locronan,200068120,intérieur,4,0.0,75.0,75.0,100.0,100.0,100.0,0.0,3,0,36234.0,376.0,543.0,0,57,0,0,486,0,0,0
305,29135,Loctudy,242900702,extérieur,140,4.0,19.0,39.0,66.0,75.0,79.0,21.0,157,42,202726.0,17606.0,3879.0,0,130,0,0,0,441,2733,575
306,29135,Loctudy,242900702,intérieur,307,4.0,21.0,42.0,65.0,74.0,77.0,23.0,455,85,349070.0,56953.0,7354.0,0,189,1907,405,91,0,2633,389
307,29137,Logonna-Daoulas,242900801,extérieur,9,11.0,11.0,44.0,78.0,78.0,78.0,22.0,8,0,22952.0,1198.0,2.0,0,0,0,0,0,0,2,0
308,29137,Logonna-Daoulas,242900801,intérieur,35,6.0,29.0,77.0,89.0,94.0,94.0,6.0,31,1,64864.0,3547.0,1881.0,0,0,0,0,0,1482,318,1
309,29140,Loperhet,242900801,extérieur,126,4.0,29.0,40.0,89.0,91.0,91.0,9.0,123,2,394763.0,14419.0,20378.0,0,230,448,74,8,12745,1085,5655
310,29140,Loperhet,242900801,intérieur,110,10.0,30.0,44.0,96.0,96.0,97.0,3.0,104,1,163082.0,12573.0,2774.0,127,492,0,1399,0,140,482,7
311,29143,Mahalon,242900629,extérieur,43,7.0,28.0,53.0,91.0,93.0,93.0,7.0,39,1,304405.0,3684.0,2383.0,0,0,0,0,0,2324,0,59
312,29143,Mahalon,242900629,intérieur,18,6.0,17.0,44.0,100.0,100.0,100.0,0.0,18,1,15558.0,1859.0,0.0,0,0,0,0,0,0,0,0
313,29144,La Martyre,242900801,extérieur,3,0.0,0.0,33.0,33.0,33.0,33.0,67.0,1,0,65974.0,104.0,5590.0,0,0,0,0,5482,0,0,108
314,29145,Confort-Meilars,242900629,extérieur,10,10.0,20.0,40.0,100.0,100.0,100.0,0.0,11,0,22960.0,1070.0,1140.0,0,167,0,0,0,0,973,0
315,29145,Confort-Meilars,242900629,intérieur,9,0.0,33.0,56.0,100.0,100.0,100.0,0.0,7,1,22900.0,692.0,478.0,0,50,0,0,0,0,0,428
316,29146,Melgven,242900769,extérieur,9,0.0,56.0,78.0,78.0,100.0,100.0,0.0,7,0,38954.0,784.0,81.0,0,0,0,0,0,81,0,0
317,29146,Melgven,242900769,intérieur,5,0.0,40.0,80.0,100.0,100.0,100.0,0.0,4,0,4560.0,449.0,295.0,0,0,0,0,0,295,0,0
318,29148,Mespaul,200067072,extérieur,4,0.0,75.0,100.0,100.0,100.0,100.0,0.0,0,0,239474.0,0.0,31774.0,0,0,0,0,0,31774,0,0
319,29148,Mespaul,200067072,intérieur,1,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0,0,58617.0,0.0,5184.0,0,0,0,0,0,5184,0,0
320,29150,Moëlan-sur-Mer,242900694,extérieur,150,5.0,12.0,45.0,55.0,82.0,83.0,17.0,240,10,629751.0,22620.0,6788.0,44,135,258,0,0,5186,791,270
321,29150,Moëlan-sur-Mer,242900694,intérieur,226,3.0,12.0,50.0,58.0,84.0,85.0,15.0,264,28,630821.0,28578.0,1756.0,0,27,111,402,19,477,550,170
322,29151,Morlaix,242900835,extérieur,55,11.0,36.0,51.0,85.0,91.0,91.0,9.0,34,1,704691.0,3771.0,22872.0,0,2531,182,0,13094,742,2249,4074
323,29151,Morlaix,242900835,intérieur,68,3.0,62.0,81.0,90.0,94.0,94.0,6.0,120,4,270476.0,12189.0,5644.0,0,1416,186,233,18,962,186,2188
324,29153,Névez,242900769,extérieur,80,2.0,26.0,48.0,56.0,66.0,68.0,32.0,74,6,171425.0,8765.0,2573.0,0,0,0,413,0,1556,401,0
325,29153,Névez,242900769,intérieur,135,5.0,24.0,41.0,54.0,66.0,67.0,33.0,135,19,217904.0,15065.0,1488.0,0,0,105,319,0,0,750,314
326,29155,Ouessant,NR,extérieur,8,0.0,38.0,0.0,75.0,75.0,75.0,25.0,3,2,43473.0,342.0,570.0,0,0,378,0,46,0,50,96
327,29155,Ouessant,NR,intérieur,29,10.0,52.0,7.0,66.0,69.0,69.0,31.0,22,7,9679.0,2317.0,2827.0,685,0,327,85,52,484,439,0
328,29156,Pencran,242900801,extérieur,154,4.0,9.0,49.0,95.0,95.0,96.0,4.0,161,3,98092.0,17199.0,137.0,0,129,0,0,0,0,0,8
329,29156,Pencran,242900801,intérieur,68,4.0,24.0,57.0,88.0,90.0,90.0,10.0,95,2,418509.0,9478.0,1739.0,0,138,0,0,879,425,150,147
330,29158,Penmarch,242900702,extérieur,140,7.0,27.0,51.0,67.0,75.0,76.0,24.0,146,33,439165.0,17337.0,12485.0,0,677,1382,1662,6184,0,1754,29
331,29158,Penmarch,242900702,intérieur,325,6.0,28.0,50.0,65.0,78.0,79.0,21.0,351,100,393025.0,38054.0,2085.0,0,1365,166,189,0,112,158,5
332,29159,Peumerit,242900710,extérieur,3,0.0,67.0,67.0,100.0,100.0,100.0,0.0,3,0,11002.0,399.0,0.0,0,0,0,0,0,0,0,0
333,29159,Peumerit,242900710,intérieur,2,0.0,100.0,100.0,100.0,100.0,100.0,0.0,1,0,1404.0,221.0,46.0,46,0,0,0,0,0,0,0
334,29161,Pleuven,242900660,extérieur,127,5.0,2.0,43.0,91.0,94.0,94.0,6.0,131,5,208023.0,14453.0,4799.0,0,84,1822,568,185,381,909,525
335,29161,Pleuven,242900660,intérieur,119,3.0,8.0,43.0,84.0,88.0,88.0,12.0,148,3,313280.0,16137.0,4143.0,0,0,1040,0,0,212,0,2700
336,29165,Plobannalec-Lesconil,242900702,extérieur,225,1.0,23.0,68.0,83.0,87.0,88.0,12.0,284,23,667092.0,33409.0,3733.0,114,233,0,771,0,1641,646,272
337,29165,Plobannalec-Lesconil,242900702,intérieur,183,4.0,31.0,68.0,80.0,86.0,87.0,13.0,227,27,265707.0,25432.0,2491.0,72,57,97,440,0,356,598,501
338,29166,Ploéven,200067247,extérieur,13,0.0,46.0,54.0,92.0,92.0,100.0,0.0,11,0,346082.0,1251.0,2006.0,252,0,0,0,0,1754,0,0
339,29166,Ploéven,200067247,intérieur,7,0.0,29.0,57.0,100.0,100.0,100.0,0.0,7,1,12306.0,686.0,1247.0,0,0,0,0,0,1247,0,0
340,29168,Plogoff,242900629,extérieur,15,0.0,27.0,27.0,53.0,67.0,73.0,27.0,16,5,14980.0,1510.0,0.0,0,0,0,0,0,0,0,0
341,29168,Plogoff,242900629,intérieur,17,0.0,18.0,41.0,53.0,59.0,65.0,35.0,16,6,13382.0,1298.0,153.0,45,0,0,0,0,0,108,0
342,29170,Plomelin,200068120,extérieur,1,0.0,0.0,0.0,100.0,100.0,100.0,0.0,1,0,4370.0,152.0,0.0,0,0,0,0,0,0,0,0
343,29171,Plomeur,242900702,extérieur,107,26.0,30.0,54.0,62.0,69.0,70.0,30.0,80,5,788424.0,9076.0,17101.0,0,127,797,1364,296,3899,8538,1645
344,29171,Plomeur,242900702,intérieur,126,8.0,33.0,75.0,86.0,90.0,91.0,9.0,136,10,182308.0,13687.0,4436.0,0,0,2186,1362,0,200,687,1
345,29172,Plomodiern,200067247,extérieur,41,0.0,32.0,39.0,88.0,93.0,93.0,7.0,49,4,96601.0,5401.0,667.0,0,0,9,0,0,511,147,0
346,29172,Plomodiern,200067247,intérieur,56,7.0,25.0,45.0,79.0,79.0,79.0,21.0,55,12,61775.0,6048.0,690.0,17,0,275,0,0,0,388,10
347,29174,Plonéour-Lanvern,242900710,extérieur,162,4.0,10.0,22.0,88.0,90.0,90.0,10.0,158,2,359370.0,16250.0,7516.0,0,694,1885,1780,0,1622,1526,9
348,29174,Plonéour-Lanvern,242900710,intérieur,56,7.0,11.0,30.0,89.0,98.0,98.0,2.0,101,0,198586.0,8698.0,4644.0,0,302,1499,724,0,1039,1066,14
349,29176,Plonévez-Porzay,200067247,extérieur,35,9.0,51.0,74.0,97.0,97.0,97.0,3.0,29,1,470601.0,2440.0,8698.0,0,205,1047,0,705,4692,1384,414
350,29176,Plonévez-Porzay,200067247,intérieur,27,0.0,41.0,56.0,89.0,96.0,96.0,4.0,29,2,125473.0,3226.0,1845.0,0,0,0,0,0,1611,24,210
351,29177,Plouarzel,242900074,extérieur,118,2.0,35.0,66.0,90.0,92.0,92.0,8.0,113,3,1337831.0,11441.0,10396.0,0,238,0,345,0,6931,1109,1677
352,29177,Plouarzel,242900074,intérieur,254,6.0,32.0,51.0,86.0,90.0,92.0,8.0,300,14,759591.0,34773.0,13522.0,0,347,1949,123,7,7235,922,1404
353,29178,Ploudalmézeau,242900074,extérieur,160,3.0,38.0,56.0,91.0,94.0,96.0,4.0,155,3,643104.0,17211.0,5119.0,0,768,315,485,295,2128,402,616
354,29178,Ploudalmézeau,242900074,intérieur,356,3.0,40.0,56.0,88.0,91.0,92.0,8.0,440,22,700541.0,50437.0,13630.0,0,1561,2015,2682,559,1511,683,2141
355,29179,Ploudaniel,242900793,extérieur,9,0.0,11.0,22.0,67.0,78.0,89.0,11.0,1,0,25933.0,143.0,5618.0,0,1076,0,3436,0,0,1106,0
356,29179,Ploudaniel,242900793,intérieur,2,0.0,50.0,50.0,100.0,100.0,100.0,0.0,1,0,733.0,28.0,208.0,0,0,0,0,0,0,208,0
357,29181,Plouédern,242900801,extérieur,131,3.0,17.0,48.0,92.0,94.0,94.0,6.0,124,2,349364.0,12518.0,29768.0,0,1218,3521,1244,15562,2323,5863,37
358,29181,Plouédern,242900801,intérieur,81,6.0,35.0,59.0,96.0,99.0,99.0,1.0,71,0,345896.0,8553.0,13640.0,0,1432,494,26,9368,202,1334,175
359,29182,Plouégat-Guérand,242900835,extérieur,18,6.0,44.0,83.0,89.0,100.0,100.0,0.0,11,0,148810.0,1193.0,2545.0,0,0,0,0,0,2536,0,9
360,29182,Plouégat-Guérand,242900835,intérieur,8,0.0,38.0,88.0,100.0,100.0,100.0,0.0,8,1,11258.0,1050.0,9.0,0,0,0,0,0,0,0,9
361,29184,Plouénan,200067072,extérieur,98,3.0,43.0,74.0,99.0,99.0,99.0,1.0,75,1,495998.0,8887.0,106279.0,0,434,335,1606,0,103506,378,0
362,29184,Plouénan,200067072,intérieur,60,5.0,38.0,58.0,95.0,98.0,98.0,2.0,49,3,427851.0,5556.0,34968.0,0,60,25,559,0,34080,66,178
363,29185,Plouescat,200067072,extérieur,107,5.0,51.0,64.0,87.0,91.0,92.0,8.0,104,7,366977.0,11732.0,47297.0,0,544,0,406,0,44973,553,335
364,29185,Plouescat,200067072,intérieur,164,9.0,43.0,52.0,91.0,93.0,93.0,7.0,150,30,232900.0,17300.0,18943.0,0,544,507,159,0,15585,761,1387
365,29186,Plouezoc'h,242900835,extérieur,63,6.0,40.0,78.0,87.0,87.0,87.0,13.0,62,3,43771.0,7933.0,3072.0,0,30,0,400,0,2357,211,74
366,29186,Plouezoc'h,242900835,intérieur,30,0.0,53.0,87.0,97.0,97.0,97.0,3.0,24,1,12623.0,2892.0,2835.0,0,131,190,0,0,1846,0,478
367,29188,Plougasnou,242900835,extérieur,50,2.0,60.0,80.0,82.0,94.0,94.0,6.0,39,0,352191.0,4576.0,7055.0,0,156,78,465,0,5809,0,547
368,29188,Plougasnou,242900835,intérieur,142,5.0,48.0,63.0,70.0,79.0,81.0,19.0,130,25,347779.0,15409.0,7308.0,0,501,59,9,7,4981,0,1751
369,29189,Plougastel-Daoulas,242900314,extérieur,170,5.0,36.0,50.0,94.0,96.0,96.0,4.0,189,1,863201.0,20959.0,44025.0,0,4064,851,1555,659,30790,1021,4583
370,29189,Plougastel-Daoulas,242900314,intérieur,383,8.0,39.0,55.0,95.0,96.0,96.0,4.0,481,17,1492715.0,58231.0,52300.0,0,5521,3783,858,0,34614,2770,916
371,29190,Plougonvelin,242900074,extérieur,135,3.0,27.0,47.0,84.0,85.0,85.0,15.0,179,1,458094.0,19456.0,2127.0,0,33,0,253,8,1198,551,84
372,29190,Plougonvelin,242900074,intérieur,250,4.0,34.0,49.0,84.0,87.0,87.0,13.0,339,8,339303.0,38671.0,8481.0,359,0,4872,502,0,1382,0,635
373,29192,Plougoulm,200067072,extérieur,47,4.0,43.0,77.0,91.0,91.0,94.0,6.0,38,2,181766.0,4260.0,96693.0,0,327,0,0,0,96366,0,0
374,29192,Plougoulm,200067072,intérieur,57,4.0,46.0,67.0,91.0,93.0,93.0,7.0,51,3,35601.0,5733.0,12078.0,0,0,0,885,0,9912,1281,0
375,29195,Plouguerneau,242900553,extérieur,129,5.0,51.0,68.0,91.0,93.0,94.0,6.0,146,8,465274.0,14187.0,24527.0,0,560,1535,4325,1849,15365,395,498
376,29195,Plouguerneau,242900553,intérieur,227,6.0,42.0,57.0,83.0,88.0,88.0,12.0,291,9,569865.0,29824.0,6876.0,143,138,109,0,2940,2861,182,222
377,29196,Plouguin,242900553,extérieur,43,2.0,44.0,53.0,98.0,98.0,98.0,2.0,34,0,476648.0,3435.0,8840.0,0,72,0,133,14,8572,0,49
378,29196,Plouguin,242900553,intérieur,55,4.0,44.0,53.0,95.0,96.0,96.0,4.0,66,0,271797.0,6935.0,1489.0,0,0,199,127,8,851,0,8
379,29197,Plouhinec,242900629,extérieur,135,6.0,33.0,48.0,74.0,81.0,81.0,19.0,120,13,806965.0,13168.0,10481.0,0,0,0,837,0,5322,2290,2032
380,29197,Plouhinec,242900629,intérieur,184,8.0,22.0,30.0,60.0,70.0,71.0,29.0,201,42,282189.0,19754.0,2852.0,0,142,631,33,0,571,563,724
381,29198,Plouider,242900793,extérieur,68,1.0,31.0,68.0,91.0,93.0,94.0,6.0,66,1,138245.0,6321.0,3106.0,0,0,0,0,0,2821,0,285
382,29198,Plouider,242900793,intérieur,33,3.0,36.0,85.0,97.0,97.0,100.0,0.0,23,0,62800.0,2597.0,1572.0,589,0,300,151,0,481,42,9
383,29201,Ploumoguer,242900074,extérieur,103,7.0,33.0,64.0,96.0,98.0,98.0,2.0,112,0,921124.0,10220.0,2525.0,0,0,122,362,591,658,0,712
384,29201,Ploumoguer,242900074,intérieur,47,0.0,43.0,64.0,91.0,94.0,94.0,6.0,45,0,623995.0,4238.0,3291.0,0,91,0,0,0,1951,370,879
385,29206,Plounévez-Lochrist,200067072,extérieur,41,5.0,34.0,54.0,95.0,98.0,98.0,2.0,33,0,129228.0,3728.0,4019.0,0,0,0,0,0,3847,140,32
386,29206,Plounévez-Lochrist,200067072,intérieur,36,11.0,36.0,58.0,81.0,86.0,86.0,14.0,69,3,46968.0,6172.0,1628.0,0,0,620,324,0,540,144,0
387,29208,Plourin,242900074,extérieur,58,7.0,24.0,53.0,100.0,100.0,100.0,0.0,57,0,88268.0,5335.0,5236.0,0,226,0,0,0,2856,2154,0
388,29208,Plourin,242900074,intérieur,34,9.0,32.0,74.0,100.0,100.0,100.0,0.0,29,0,303272.0,3008.0,972.0,0,0,0,0,0,972,0,0
389,29209,Plouvien,242900553,extérieur,38,5.0,32.0,66.0,89.0,95.0,95.0,5.0,25,0,272112.0,2747.0,31926.0,0,0,0,0,21313,10602,7,4
390,29209,Plouvien,242900553,intérieur,66,5.0,39.0,67.0,97.0,97.0,97.0,3.0,78,0,289786.0,8166.0,3324.0,0,0,0,0,0,3310,14,0
391,29210,Plouvorn,242900751,extérieur,5,0.0,80.0,80.0,80.0,80.0,80.0,20.0,0,0,52397.0,0.0,4926.0,0,0,0,0,0,4926,0,0
392,29210,Plouvorn,242900751,intérieur,5,0.0,60.0,60.0,100.0,100.0,100.0,0.0,0,0,39277.0,0.0,2053.0,0,0,0,76,0,1211,766,0
393,29212,Plouzané,242900314,extérieur,171,4.0,33.0,77.0,96.0,98.0,98.0,2.0,179,1,559406.0,20240.0,16265.0,6196,3152,0,786,0,2638,1078,1928
394,29212,Plouzané,242900314,intérieur,256,3.0,48.0,80.0,96.0,97.0,97.0,3.0,578,1,1293269.0,46617.0,14895.0,2220,501,3201,905,0,257,1767,3490
395,29214,Plovan,242900710,extérieur,46,11.0,20.0,48.0,83.0,89.0,91.0,9.0,28,6,286847.0,3237.0,5534.0,0,251,0,1411,776,1543,1226,327
396,29214,Plovan,242900710,intérieur,12,8.0,17.0,33.0,67.0,67.0,67.0,33.0,10,2,30355.0,970.0,1403.0,0,0,0,0,0,1403,0,0
397,29215,Plozévet,242900710,extérieur,87,1.0,39.0,56.0,85.0,91.0,92.0,8.0,80,10,259336.0,8341.0,4432.0,0,231,249,0,498,3445,0,9
398,29215,Plozévet,242900710,intérieur,89,2.0,35.0,46.0,69.0,74.0,74.0,26.0,85,14,215296.0,9516.0,2451.0,0,558,0,65,0,1761,0,2
399,29217,Pont-Aven,242900769,extérieur,83,4.0,4.0,53.0,80.0,87.0,90.0,10.0,95,4,132266.0,9484.0,8995.0,0,1102,0,3717,2394,450,687,645
400,29217,Pont-Aven,242900769,intérieur,52,10.0,6.0,73.0,83.0,87.0,87.0,13.0,47,2,53098.0,5942.0,2702.0,0,79,725,262,0,0,991,0
401,29218,Pont-Croix,242900629,extérieur,17,12.0,65.0,82.0,94.0,94.0,94.0,6.0,11,0,151214.0,1388.0,2999.0,0,0,0,0,0,2824,175,0
402,29218,Pont-Croix,242900629,intérieur,20,5.0,35.0,60.0,85.0,90.0,90.0,10.0,15,1,31811.0,1540.0,750.0,0,0,0,697,0,0,39,14
403,29220,Pont-l'Abbé,242900702,extérieur,226,2.0,30.0,64.0,85.0,90.0,91.0,9.0,440,22,585987.0,47110.0,21920.0,0,2592,3938,1747,1766,696,2430,8322
404,29220,Pont-l'Abbé,242900702,intérieur,193,4.0,32.0,73.0,90.0,92.0,92.0,8.0,290,5,493231.0,30873.0,9963.0,0,1905,1069,573,7,2643,454,2091
405,29221,Porspoder,242900074,extérieur,11,9.0,27.0,45.0,73.0,73.0,82.0,18.0,9,1,39989.0,795.0,643.0,0,0,0,238,0,0,404,1
406,29221,Porspoder,242900074,intérieur,85,6.0,31.0,45.0,71.0,79.0,81.0,19.0,92,11,146431.0,10233.0,2584.0,1267,228,0,0,0,0,0,861
407,29224,Pouldergat,242900645,extérieur,24,0.0,29.0,50.0,79.0,88.0,92.0,8.0,19,0,452022.0,2226.0,1439.0,0,95,0,0,0,1344,0,0
408,29224,Pouldergat,242900645,intérieur,19,0.0,32.0,95.0,100.0,100.0,100.0,0.0,18,0,75637.0,2004.0,675.0,0,0,0,0,0,675,0,0
409,29225,Pouldreuzic,242900710,extérieur,47,13.0,34.0,57.0,85.0,87.0,87.0,13.0,43,3,135959.0,4209.0,2755.0,0,201,0,0,0,2059,495,0
410,29225,Pouldreuzic,242900710,intérieur,78,9.0,29.0,55.0,81.0,86.0,86.0,14.0,113,6,155845.0,9646.0,4255.0,0,198,442,25,0,1920,469,1151
411,29226,Poullan-sur-Mer,242900645,extérieur,58,3.0,12.0,41.0,90.0,90.0,91.0,9.0,55,1,303885.0,5679.0,4218.0,0,0,0,116,0,3013,964,9
412,29226,Poullan-sur-Mer,242900645,intérieur,13,0.0,8.0,23.0,85.0,92.0,92.0,8.0,18,0,120673.0,2170.0,1545.0,0,0,0,189,478,511,205,162
413,29228,Primelin,242900629,extérieur,6,0.0,67.0,67.0,67.0,83.0,100.0,0.0,3,1,28401.0,373.0,423.0,0,0,0,0,0,402,17,4
414,29228,Primelin,242900629,intérieur,10,20.0,10.0,20.0,30.0,50.0,60.0,40.0,10,6,7108.0,963.0,0.0,0,0,0,0,0,0,0,0
415,29233,Quimperlé,242900694,extérieur,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1,0,32423.0,119.0,0.0,0,0,0,0,0,0,0,0
416,29233,Quimperlé,242900694,intérieur,1,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0,12070.0,0.0,335.0,0,0,0,0,0,335,0,0
417,29234,Rédené,242900694,extérieur,4,25.0,75.0,75.0,50.0,75.0,75.0,25.0,0,0,46545.0,0.0,4051.0,0,207,0,0,3340,491,13,0
418,29234,Rédené,242900694,intérieur,7,0.0,29.0,57.0,57.0,86.0,86.0,14.0,3,0,84618.0,403.0,2250.0,0,194,240,1271,0,400,145,0
419,29235,Le Relecq-Kerhuon,242900314,extérieur,13,0.0,8.0,62.0,92.0,100.0,100.0,0.0,93,0,17858.0,6297.0,0.0,0,0,0,0,0,0,0,0
420,29235,Le Relecq-Kerhuon,242900314,intérieur,259,6.0,16.0,50.0,95.0,96.0,96.0,4.0,861,4,649083.0,77458.0,17876.0,0,6777,2269,3375,9,405,0,2426
421,29236,Riec-sur-Bélon,242900694,extérieur,145,5.0,23.0,50.0,69.0,88.0,88.0,12.0,153,10,417507.0,15326.0,4623.0,0,241,177,2223,226,277,1431,7
422,29236,Riec-sur-Bélon,242900694,intérieur,123,7.0,28.0,59.0,74.0,86.0,86.0,14.0,105,4,415698.0,12300.0,5989.0,0,488,328,290,0,4652,111,0
423,29237,La Roche-Maurice,242900801,extérieur,28,4.0,18.0,54.0,93.0,96.0,96.0,4.0,28,1,25254.0,2929.0,0.0,0,0,0,0,0,0,0,0
424,29237,La Roche-Maurice,242900801,intérieur,15,13.0,13.0,53.0,100.0,100.0,100.0,0.0,14,0,13575.0,1661.0,609.0,0,0,0,0,0,549,0,60
425,29238,Roscanvel,200066868,extérieur,8,12.0,12.0,62.0,88.0,88.0,88.0,12.0,7,2,22789.0,635.0,829.0,0,0,0,54,0,775,0,0
426,29238,Roscanvel,200066868,intérieur,40,0.0,10.0,45.0,72.0,78.0,82.0,18.0,40,12,51263.0,4181.0,390.0,0,0,70,0,0,312,8,0
427,29239,Roscoff,200067072,extérieur,38,5.0,29.0,37.0,84.0,87.0,87.0,13.0,47,3,61249.0,4586.0,2197.0,0,557,0,0,0,1499,0,141
428,29239,Roscoff,200067072,intérieur,150,5.0,35.0,55.0,83.0,91.0,93.0,7.0,169,16,146193.0,19698.0,19838.0,0,60,74,336,0,18487,0,641
429,29240,Rosnoën,200066868,extérieur,26,4.0,15.0,54.0,88.0,88.0,88.0,12.0,20,0,343070.0,2379.0,1357.0,0,0,0,260,0,951,0,146
430,29240,Rosnoën,200066868,intérieur,23,0.0,39.0,65.0,91.0,91.0,96.0,4.0,22,1,145242.0,2600.0,4951.0,0,0,16,0,0,4631,0,189
431,29245,Saint-Divy,242900801,extérieur,63,3.0,19.0,30.0,100.0,100.0,100.0,0.0,74,1,46601.0,7584.0,562.0,0,0,0,0,0,562,0,0
432,29245,Saint-Divy,242900801,intérieur,33,3.0,12.0,33.0,94.0,94.0,94.0,6.0,32,0,20683.0,4165.0,90.0,0,0,0,0,0,0,90,0
433,29247,Saint-Évarzec,242900660,extérieur,42,2.0,17.0,45.0,88.0,90.0,90.0,10.0,59,0,190020.0,5728.0,2281.0,69,0,2120,0,0,46,0,0
434,29247,Saint-Évarzec,242900660,intérieur,41,2.0,12.0,34.0,85.0,88.0,88.0,12.0,40,2,35133.0,4480.0,349.0,0,0,0,297,0,52,0,0
435,29248,Saint-Frégant,242900793,extérieur,24,8.0,42.0,75.0,100.0,100.0,100.0,0.0,25,0,20058.0,2860.0,0.0,0,0,0,0,0,0,0,0
436,29248,Saint-Frégant,242900793,intérieur,30,0.0,47.0,70.0,87.0,87.0,87.0,13.0,26,2,38418.0,2863.0,2639.0,0,16,0,0,0,2616,7,0
437,29251,Saint-Jean-du-Doigt,242900835,extérieur,43,14.0,7.0,53.0,70.0,77.0,77.0,23.0,40,5,9532.0,4507.0,3366.0,0,0,0,0,0,3366,0,0
438,29251,Saint-Jean-du-Doigt,242900835,intérieur,18,11.0,11.0,56.0,61.0,72.0,72.0,28.0,16,3,18703.0,1919.0,200.0,0,10,0,0,0,190,0,0
439,29252,Saint-Jean-Trolimon,242900702,extérieur,14,7.0,36.0,43.0,100.0,100.0,100.0,0.0,14,0,423723.0,1674.0,3851.0,0,0,240,0,0,3611,0,0
440,29252,Saint-Jean-Trolimon,242900702,intérieur,13,8.0,23.0,69.0,100.0,100.0,100.0,0.0,17,1,37774.0,1878.0,879.0,0,9,203,0,0,658,0,0
441,29254,Saint-Martin-des-Champs,242900835,extérieur,57,2.0,26.0,81.0,100.0,100.0,100.0,0.0,54,2,69545.0,5050.0,4155.0,0,0,0,0,15,3492,648,0
442,29254,Saint-Martin-des-Champs,242900835,intérieur,21,19.0,29.0,71.0,95.0,100.0,100.0,0.0,66,0,8362.0,4867.0,524.0,0,382,142,0,0,0,0,0
