,INSEE_COM,NOM_COMMUNE,SIREN_EPCI,TacheUrb2014,Nb_Permis,Part_Permis_annules,Part_Demandeurs_MEME_COMMUN,Part_Demandeurs_MEME_EPCI,Part_Demandeurs_MEME_DEP,Part_Demandeurs_BRETAGNE,Part_Demandeurs_Ouest,Part_Demandeurs_LOINTAINS,Nouveaux_Logements,Resid_secondaire,Surface_terrains,Surface_Logements,Surface_Locaux,Surface_hotels,Surface_bureaux,Surface_commerces,Surface_artisanat,Surface_industrie,Surface_bat_agricoles,Surface_entrepots,Surface_services_publics
131,22299,Saint-Hélen,200068989,extérieur,62,3.0,8.0,48.0,56.0,92.0,95.0,5.0,59,0,108779.0,5992.0,2966.0,0,0,0,0,0,2916,50,0
132,22299,Saint-Hélen,200068989,intérieur,34,0.0,12.0,56.0,74.0,97.0,100.0,0.0,31,0,60703.0,3474.0,462.0,0,0,125,0,0,275,0,62
133,22302,Saint-Jacut-de-la-Mer,200068989,extérieur,5,0.0,20.0,20.0,60.0,60.0,80.0,20.0,4,2,20277.0,618.0,7.0,0,0,0,0,0,0,0,7
134,22302,Saint-Jacut-de-la-Mer,200068989,intérieur,98,7.0,6.0,14.0,49.0,68.0,71.0,29.0,110,20,108122.0,13821.0,1226.0,0,121,0,934,0,0,0,171
135,22311,Saint-Lormel,200068989,extérieur,3,33.0,0.0,0.0,100.0,100.0,100.0,0.0,1,0,8733.0,73.0,236.0,0,0,0,0,0,136,100,0
136,22311,Saint-Lormel,200068989,intérieur,20,5.0,5.0,10.0,80.0,95.0,95.0,5.0,18,0,115500.0,1824.0,920.0,0,0,0,0,0,920,0,0
137,22319,Saint-Michel-en-Grève,200065928,extérieur,6,0.0,67.0,67.0,83.0,100.0,100.0,0.0,2,0,188452.0,289.0,1079.0,0,0,0,0,0,1070,0,9
138,22319,Saint-Michel-en-Grève,200065928,intérieur,16,6.0,19.0,56.0,56.0,62.0,62.0,38.0,14,5,12831.0,2406.0,842.0,0,200,0,0,0,0,87,134
139,22323,Saint-Pôtan,200068989,extérieur,7,0.0,0.0,43.0,100.0,100.0,100.0,0.0,4,0,284169.0,492.0,1194.0,0,14,0,0,0,1180,0,0
140,22323,Saint-Pôtan,200068989,intérieur,14,7.0,7.0,29.0,93.0,93.0,93.0,7.0,13,1,36746.0,1446.0,240.0,0,0,0,0,0,240,0,0
141,22324,Saint-Quay-Perros,200065928,extérieur,59,0.0,8.0,75.0,90.0,93.0,95.0,5.0,74,1,184346.0,7272.0,48.0,0,0,0,48,0,0,0,0
142,22324,Saint-Quay-Perros,200065928,intérieur,61,3.0,16.0,74.0,84.0,92.0,92.0,8.0,52,3,117180.0,6417.0,8533.0,0,361,5930,297,0,0,1297,430
143,22325,Saint-Quay-Portrieux,200069409,extérieur,57,2.0,21.0,46.0,72.0,77.0,79.0,21.0,50,0,204587.0,6906.0,4305.0,0,0,0,1485,1210,0,1610,0
144,22325,Saint-Quay-Portrieux,200069409,intérieur,187,6.0,25.0,52.0,75.0,81.0,84.0,16.0,259,12,207681.0,29592.0,5266.0,115,312,1294,1408,0,0,898,917
145,22327,Saint-Samson-sur-Rance,200068989,extérieur,32,0.0,3.0,34.0,53.0,91.0,100.0,0.0,31,0,52763.0,3293.0,104.0,0,0,0,0,0,104,0,0
146,22327,Saint-Samson-sur-Rance,200068989,intérieur,32,3.0,6.0,44.0,66.0,84.0,88.0,12.0,28,0,50931.0,3032.0,3035.0,0,46,700,272,482,0,1501,34
147,22339,Taden,200068989,extérieur,109,5.0,7.0,49.0,72.0,92.0,94.0,6.0,97,4,684105.0,9859.0,25057.0,0,5346,4320,3893,4756,938,4977,827
148,22339,Taden,200068989,intérieur,29,0.0,14.0,76.0,86.0,90.0,93.0,7.0,19,1,177407.0,2389.0,3654.0,0,242,2404,424,0,241,226,117
149,22343,Trébeurden,200065928,extérieur,58,5.0,38.0,74.0,83.0,83.0,83.0,17.0,112,4,111744.0,10684.0,2471.0,0,0,0,0,0,1447,107,310
150,22343,Trébeurden,200065928,intérieur,200,6.0,32.0,64.0,68.0,77.0,78.0,22.0,336,20,270295.0,33485.0,2218.0,0,0,588,0,0,531,481,30
151,22347,Trédarzec,200065928,extérieur,17,0.0,18.0,53.0,88.0,88.0,88.0,12.0,17,0,22345.0,1632.0,243.0,0,0,0,0,0,0,243,0
152,22347,Trédarzec,200065928,intérieur,15,7.0,47.0,73.0,87.0,100.0,100.0,0.0,17,0,10580.0,1486.0,472.0,0,0,185,0,0,287,0,0
153,22349,Trédrez-Locquémeau,200065928,extérieur,31,6.0,16.0,52.0,61.0,87.0,87.0,13.0,33,4,52920.0,4330.0,970.0,0,0,0,220,0,0,750,0
154,22349,Trédrez-Locquémeau,200065928,intérieur,38,5.0,37.0,63.0,76.0,79.0,82.0,18.0,38,6,50052.0,4964.0,360.0,0,0,0,0,0,0,0,360
155,22350,Tréduder,200065928,extérieur,1,0.0,0.0,0.0,100.0,100.0,100.0,0.0,1,0,1334.0,85.0,0.0,0,0,0,0,0,0,0,0
156,22350,Tréduder,200065928,intérieur,4,25.0,50.0,75.0,75.0,75.0,75.0,25.0,4,0,2623.0,423.0,0.0,0,0,0,0,0,0,0,0
157,22353,Trégastel,200065928,extérieur,71,7.0,30.0,63.0,72.0,79.0,80.0,20.0,66,7,169477.0,8182.0,2010.0,0,0,436,665,0,386,523,0
158,22353,Trégastel,200065928,intérieur,188,3.0,34.0,63.0,72.0,83.0,83.0,17.0,254,24,251371.0,28541.0,1974.0,0,174,1142,235,0,9,126,0
159,22356,Trégomeur,200069086,extérieur,4,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0,0,103815.0,0.0,2637.0,0,0,0,0,0,2637,0,0
160,22360,Trégueux,200069409,extérieur,94,4.0,33.0,82.0,96.0,97.0,97.0,3.0,195,0,141139.0,17154.0,16553.0,0,2681,55,8058,257,0,5485,17
161,22360,Trégueux,200069409,intérieur,125,5.0,39.0,71.0,89.0,98.0,99.0,1.0,288,0,168728.0,24754.0,10366.0,0,2923,2024,769,2789,0,352,1509
162,22362,Tréguier,200065928,intérieur,14,7.0,36.0,57.0,64.0,71.0,79.0,21.0,22,0,15359.0,1635.0,242.0,0,0,0,0,0,0,239,3
163,22363,Trélévern,200065928,extérieur,25,4.0,32.0,52.0,64.0,68.0,72.0,28.0,23,4,68675.0,2807.0,2594.0,0,0,0,219,0,2375,0,0
164,22363,Trélévern,200065928,intérieur,68,6.0,26.0,74.0,82.0,85.0,88.0,12.0,68,9,81722.0,8356.0,8.0,0,0,0,0,8,0,0,0
165,22368,Tréméreuc,243500725,extérieur,11,0.0,27.0,64.0,64.0,100.0,100.0,0.0,4,1,26088.0,414.0,4013.0,0,0,244,1710,0,2059,0,0
166,22368,Tréméreuc,243500725,intérieur,22,0.0,14.0,50.0,55.0,95.0,100.0,0.0,19,0,29134.0,2540.0,289.0,0,249,0,0,0,0,20,0
167,22377,Tréveneuc,200069409,extérieur,98,3.0,23.0,57.0,78.0,86.0,89.0,11.0,100,7,145133.0,10692.0,1414.0,0,0,0,0,0,1404,0,10
168,22377,Tréveneuc,200069409,intérieur,52,4.0,25.0,60.0,85.0,92.0,94.0,6.0,52,2,91634.0,6590.0,523.0,0,0,0,0,0,0,147,376
169,22379,Trévou-Tréguignec,200065928,extérieur,76,0.0,32.0,84.0,92.0,93.0,95.0,5.0,67,4,102517.0,7243.0,4196.0,0,189,230,21,0,1514,0,2137
170,22379,Trévou-Tréguignec,200065928,intérieur,80,5.0,38.0,68.0,79.0,86.0,90.0,10.0,85,10,94090.0,9265.0,317.0,0,0,0,0,0,0,0,317
171,22385,La Vicomté-sur-Rance,200068989,extérieur,60,2.0,2.0,32.0,50.0,85.0,87.0,13.0,67,0,39585.0,6192.0,490.0,0,105,0,0,0,0,185,200
172,22385,La Vicomté-sur-Rance,200068989,intérieur,43,0.0,5.0,28.0,63.0,93.0,98.0,2.0,39,0,45007.0,4777.0,201.0,0,0,0,23,0,105,73,0
173,22389,Yffiniac,200069409,extérieur,158,4.0,21.0,65.0,92.0,96.0,96.0,4.0,242,0,853097.0,23597.0,13281.0,0,2424,3028,2518,1286,775,2077,278
174,22389,Yffiniac,200069409,intérieur,85,4.0,36.0,80.0,93.0,96.0,98.0,2.0,182,0,349847.0,15538.0,14100.0,138,1177,527,1181,1895,854,7115,1031
175,22390,Yvias,200067981,extérieur,1,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0,0,71680.0,0.0,2066.0,0,0,0,0,0,2066,0,0
176,29001,Argol,200066868,extérieur,34,3.0,38.0,65.0,82.0,82.0,82.0,18.0,36,2,37340.0,3655.0,570.0,0,0,0,0,0,570,0,0
177,29001,Argol,200066868,intérieur,29,3.0,10.0,59.0,66.0,69.0,76.0,24.0,33,3,110327.0,2942.0,2753.0,340,103,0,0,0,2016,191,0
178,29003,Audierne,242900629,extérieur,32,9.0,34.0,47.0,78.0,81.0,81.0,19.0,28,4,35120.0,2666.0,2862.0,0,929,343,379,368,0,370,473
179,29003,Audierne,242900629,intérieur,100,10.0,24.0,40.0,57.0,71.0,74.0,26.0,155,16,218965.0,14696.0,1859.0,150,84,0,0,0,1504,46,0
180,29005,Baye,242900694,extérieur,2,0.0,50.0,100.0,100.0,100.0,100.0,0.0,1,0,19610.0,119.0,150.0,0,0,0,150,0,0,0,0
181,29005,Baye,242900694,intérieur,1,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0,0,0.0,0.0,400.0,0,0,0,0,0,400,0,0
182,29006,Bénodet,242900660,extérieur,226,9.0,24.0,39.0,84.0,89.0,90.0,10.0,270,20,372672.0,32279.0,2673.0,136,600,1156,0,7,262,95,155
183,29006,Bénodet,242900660,intérieur,154,10.0,27.0,38.0,83.0,88.0,88.0,12.0,517,20,280004.0,52698.0,23723.0,8847,343,1781,0,0,234,7,2270
184,29008,Beuzec-Cap-Sizun,242900629,extérieur,27,4.0,41.0,56.0,74.0,74.0,74.0,26.0,22,0,275812.0,2261.0,5754.0,0,0,0,0,0,5231,523,0
185,29008,Beuzec-Cap-Sizun,242900629,intérieur,19,0.0,47.0,68.0,89.0,95.0,95.0,5.0,12,0,225109.0,1471.0,681.0,0,0,0,0,0,663,18,0
186,29011,Bohars,242900314,extérieur,74,1.0,16.0,89.0,99.0,100.0,100.0,0.0,73,0,117079.0,8538.0,38.0,0,0,0,0,0,0,0,38
187,29011,Bohars,242900314,intérieur,69,1.0,26.0,87.0,96.0,96.0,96.0,4.0,82,0,178329.0,10038.0,669.0,0,477,0,0,0,47,0,145
188,29015,Bourg-Blanc,242900553,extérieur,10,0.0,10.0,50.0,40.0,40.0,40.0,60.0,8,0,52701.0,932.0,1633.0,0,0,13,0,0,1620,0,0
189,29015,Bourg-Blanc,242900553,intérieur,4,0.0,50.0,75.0,75.0,75.0,75.0,25.0,4,0,7549.0,419.0,0.0,0,0,0,0,0,0,0,0
190,29017,Brélès,242900074,extérieur,13,8.0,38.0,69.0,100.0,100.0,100.0,0.0,10,0,441753.0,1030.0,1477.0,0,0,0,0,0,1477,0,0
191,29017,Brélès,242900074,intérieur,25,0.0,20.0,60.0,96.0,96.0,96.0,4.0,20,1,107689.0,1930.0,2592.0,0,0,0,0,0,2584,0,8
192,29019,Brest,242900314,extérieur,457,2.0,59.0,77.0,91.0,93.0,94.0,6.0,1152,3,4766858.0,101998.0,129262.0,6699,40989,15727,543,16311,3327,6921,17115
193,29019,Brest,242900314,intérieur,871,8.0,56.0,70.0,85.0,93.0,93.0,7.0,5548,5,9005891.0,441038.0,307880.0,43205,75851,42200,3629,2088,17302,11049,61556
194,29021,Plounéour-Brignogan-plages,242900793,extérieur,42,7.0,26.0,52.0,76.0,79.0,81.0,19.0,41,9,48282.0,5042.0,798.0,0,0,0,0,0,798,0,0
195,29021,Plounéour-Brignogan-plages,242900793,intérieur,136,7.0,26.0,46.0,73.0,76.0,77.0,23.0,138,55,244968.0,17189.0,317.0,0,0,0,0,0,216,0,101
196,29022,Camaret-sur-Mer,200066868,extérieur,24,12.0,50.0,58.0,79.0,83.0,83.0,17.0,27,7,35790.0,2988.0,4002.0,0,174,0,0,0,0,1827,0
197,29022,Camaret-sur-Mer,200066868,intérieur,125,4.0,30.0,46.0,75.0,78.0,81.0,19.0,141,31,101014.0,15729.0,1910.0,616,0,202,150,0,0,83,41
198,29023,Carantec,242900835,extérieur,86,7.0,42.0,55.0,76.0,83.0,86.0,14.0,125,12,180348.0,13713.0,2422.0,0,0,273,0,0,2149,0,0
199,29023,Carantec,242900835,intérieur,165,8.0,43.0,64.0,80.0,85.0,86.0,14.0,179,16,235092.0,23627.0,9039.0,1608,379,295,549,0,5701,25,429
200,29028,Cléden-Cap-Sizun,242900629,extérieur,7,0.0,43.0,57.0,57.0,71.0,71.0,29.0,5,2,16913.0,340.0,735.0,0,0,0,15,0,720,0,0
201,29028,Cléden-Cap-Sizun,242900629,intérieur,4,0.0,0.0,0.0,50.0,75.0,75.0,25.0,4,2,4610.0,451.0,0.0,0,0,0,0,0,0,0,0
202,29030,Cléder,200067072,extérieur,144,5.0,53.0,68.0,86.0,87.0,90.0,10.0,119,13,758223.0,13006.0,135106.0,0,248,0,2526,0,130904,1428,0
203,29030,Cléder,200067072,intérieur,129,4.0,43.0,61.0,86.0,90.0,90.0,10.0,120,19,178258.0,13513.0,11096.0,0,190,76,781,0,9391,0,658
204,29031,Clohars-Carnoët,242900694,extérieur,373,6.0,23.0,39.0,49.0,88.0,90.0,10.0,532,27,485960.0,53895.0,6102.0,54,0,521,0,0,4942,0,118
205,29031,Clohars-Carnoët,242900694,intérieur,178,8.0,28.0,48.0,57.0,84.0,87.0,13.0,175,20,466571.0,20649.0,6794.0,0,91,163,500,0,1287,3341,1390
206,29032,Clohars-Fouesnant,242900660,extérieur,104,8.0,2.0,32.0,90.0,93.0,95.0,5.0,114,5,442051.0,13267.0,5639.0,0,873,1286,0,0,521,192,1894
207,29032,Clohars-Fouesnant,242900660,intérieur,69,7.0,4.0,22.0,84.0,88.0,90.0,10.0,67,5,71721.0,7721.0,2190.0,0,433,125,0,0,0,1454,0
208,29035,Coat-Méal,242900553,extérieur,13,8.0,8.0,31.0,92.0,92.0,92.0,8.0,13,0,12629.0,1451.0,0.0,0,0,0,0,0,0,0,0
209,29035,Coat-Méal,242900553,intérieur,15,0.0,7.0,47.0,80.0,80.0,80.0,20.0,16,0,9970.0,1944.0,0.0,0,0,0,0,0,0,0,0
210,29037,Combrit,242900702,extérieur,121,3.0,33.0,62.0,89.0,91.0,92.0,8.0,132,11,415012.0,14533.0,3152.0,19,4,955,693,0,1017,464,0
211,29037,Combrit,242900702,intérieur,262,5.0,35.0,56.0,85.0,87.0,88.0,12.0,280,25,359559.0,34143.0,15920.0,0,156,10715,723,1166,396,1061,1381
212,29039,Concarneau,242900769,extérieur,556,4.0,47.0,61.0,88.0,94.0,94.0,6.0,1144,51,1747055.0,98256.0,36457.0,37,8608,1906,2627,16534,1106,2768,2871
213,29039,Concarneau,242900769,intérieur,470,4.0,48.0,62.0,83.0,89.0,89.0,11.0,996,39,1015903.0,96655.0,41142.0,2370,3789,9361,3118,2932,0,4337,13754
214,29040,Le Conquet,242900074,extérieur,104,4.0,35.0,58.0,87.0,88.0,89.0,11.0,106,4,202174.0,12091.0,692.0,0,0,0,0,9,674,0,9
215,29040,Le Conquet,242900074,intérieur,176,3.0,42.0,61.0,84.0,84.0,85.0,15.0,189,12,167486.0,22179.0,1224.0,0,78,0,0,0,675,471,0
216,29042,Crozon,200066868,extérieur,115,4.0,36.0,59.0,75.0,83.0,83.0,17.0,174,19,481700.0,17956.0,14724.0,446,894,3379,0,13,1240,6503,110
217,29042,Crozon,200066868,intérieur,361,5.0,28.0,50.0,74.0,80.0,81.0,19.0,705,93,498995.0,70660.0,16124.0,33,1402,3342,254,31,4298,2137,2446
218,29043,Daoulas,242900801,extérieur,71,4.0,13.0,48.0,87.0,94.0,97.0,3.0,85,1,46165.0,9099.0,110.0,0,107,0,0,0,0,0,3
219,29043,Daoulas,242900801,intérieur,56,7.0,23.0,50.0,93.0,95.0,95.0,5.0,60,1,91969.0,6965.0,437.0,0,126,20,216,0,0,70,5
220,29044,Dinéault,200067247,extérieur,21,14.0,33.0,62.0,81.0,81.0,81.0,19.0,22,4,206346.0,3650.0,2960.0,960,0,0,0,0,1040,0,0
221,29044,Dinéault,200067247,intérieur,14,0.0,64.0,71.0,79.0,86.0,86.0,14.0,5,0,303331.0,599.0,3332.0,0,195,0,0,0,1907,0,1230
222,29045,Dirinon,242900801,extérieur,50,2.0,34.0,60.0,98.0,98.0,98.0,2.0,48,0,614277.0,5176.0,10902.0,0,180,0,745,0,7260,2717,0
223,29045,Dirinon,242900801,intérieur,23,4.0,39.0,70.0,91.0,91.0,91.0,9.0,11,0,359272.0,1320.0,21470.0,0,163,0,0,187,20497,9,614
224,29046,Douarnenez,242900645,extérieur,135,7.0,65.0,68.0,90.0,93.0,94.0,6.0,165,4,669090.0,15549.0,9465.0,0,413,3565,498,1104,1328,2417,140
225,29046,Douarnenez,242900645,intérieur,176,9.0,49.0,52.0,85.0,93.0,93.0,7.0,499,11,554170.0,42399.0,19326.0,0,1677,1964,178,3512,138,3067,8484
226,29053,Le Faou,200066868,extérieur,62,3.0,31.0,40.0,92.0,95.0,97.0,3.0,70,0,86094.0,6971.0,4497.0,0,0,0,0,3091,89,398,919
227,29053,Le Faou,200066868,intérieur,24,8.0,58.0,71.0,92.0,100.0,100.0,0.0,13,0,194733.0,1550.0,2609.0,0,124,306,582,251,0,1270,2
228,29056,La Forest-Landerneau,242900801,extérieur,89,3.0,20.0,36.0,96.0,98.0,98.0,2.0,85,1,117985.0,11036.0,1225.0,120,0,0,0,45,470,0,0
229,29056,La Forest-Landerneau,242900801,intérieur,42,12.0,31.0,40.0,90.0,98.0,98.0,2.0,51,0,65944.0,6933.0,1543.0,0,238,327,0,177,228,0,8
230,29057,La Forêt-Fouesnant,242900660,extérieur,116,2.0,25.0,37.0,75.0,95.0,96.0,4.0,169,3,644394.0,16886.0,4204.0,236,40,620,0,2430,195,241,117
231,29057,La Forêt-Fouesnant,242900660,intérieur,139,9.0,27.0,47.0,88.0,94.0,96.0,4.0,185,10,266925.0,21313.0,4647.0,0,47,3,126,84,367,776,2904
232,29058,Fouesnant,242900660,extérieur,360,3.0,31.0,40.0,76.0,82.0,84.0,16.0,692,45,1842564.0,68945.0,12841.0,31,43,7080,0,47,1674,908,1398
233,29058,Fouesnant,242900660,intérieur,527,4.0,39.0,46.0,77.0,85.0,87.0,13.0,1171,52,1609224.0,119058.0,19220.0,83,219,7813,183,870,1935,1558,4101
234,29059,Garlan,242900835,extérieur,3,33.0,33.0,67.0,67.0,67.0,67.0,33.0,2,0,31705.0,275.0,5511.0,0,0,0,0,0,0,0,5511
235,29059,Garlan,242900835,intérieur,2,0.0,50.0,50.0,100.0,100.0,100.0,0.0,1,0,1095.0,123.0,20.0,0,20,0,0,0,0,0,0
236,29060,Gouesnach,242900660,extérieur,51,0.0,0.0,10.0,94.0,96.0,96.0,4.0,46,0,173857.0,5470.0,786.0,0,0,0,0,0,254,349,0
237,29060,Gouesnach,242900660,intérieur,53,2.0,6.0,13.0,85.0,94.0,94.0,6.0,120,13,106439.0,8919.0,1229.0,0,0,0,0,0,445,0,784
238,29061,Gouesnou,242900314,extérieur,1,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0,8543.0,0.0,365.0,0,365,0,0,0,0,0,0
239,29061,Gouesnou,242900314,intérieur,42,2.0,29.0,79.0,93.0,95.0,95.0,5.0,26,0,140136.0,2741.0,19796.0,2227,1487,1469,10624,2399,0,1583,7
240,29063,Goulien,242900629,extérieur,14,7.0,43.0,79.0,79.0,79.0,79.0,21.0,10,1,98932.0,868.0,2134.0,0,0,0,0,0,2134,0,0
241,29063,Goulien,242900629,intérieur,12,0.0,50.0,58.0,67.0,75.0,75.0,25.0,5,1,3513.0,548.0,1660.0,4,0,0,0,16,1389,0,251
242,29064,Goulven,242900793,extérieur,19,5.0,47.0,79.0,95.0,100.0,100.0,0.0,18,0,85171.0,2007.0,2668.0,0,0,0,0,0,2668,0,0
243,29064,Goulven,242900793,intérieur,6,0.0,83.0,83.0,83.0,83.0,100.0,0.0,4,0,18282.0,435.0,607.0,0,0,0,0,0,607,0,0
244,29068,Guiclan,242900751,extérieur,5,0.0,100.0,100.0,100.0,100.0,100.0,0.0,1,0,39910.0,126.0,3868.0,0,0,0,0,0,3868,0,0
245,29068,Guiclan,242900751,intérieur,5,0.0,80.0,80.0,80.0,80.0,80.0,20.0,5,0,101757.0,358.0,3062.0,0,0,0,0,0,3062,0,0
246,29069,Guilers,242900314,extérieur,73,5.0,18.0,70.0,97.0,97.0,97.0,3.0,93,0,93870.0,9444.0,159.0,0,0,0,0,0,132,0,27
247,29069,Guilers,242900314,intérieur,29,3.0,21.0,69.0,100.0,100.0,100.0,0.0,40,0,119956.0,3766.0,6117.0,1206,73,0,118,0,39,4681,0
248,29072,Guilvinec,242900702,extérieur,16,6.0,25.0,50.0,62.0,75.0,75.0,25.0,19,1,47474.0,2226.0,1950.0,0,126,0,27,1796,0,0,1
249,29072,Guilvinec,242900702,intérieur,100,4.0,12.0,39.0,54.0,71.0,73.0,27.0,211,16,85821.0,17375.0,1884.0,0,299,138,551,427,0,89,9
250,29073,Guimaëc,242900835,extérieur,22,5.0,27.0,64.0,77.0,91.0,91.0,9.0,15,1,65846.0,1583.0,4719.0,0,0,457,387,0,3875,0,0
251,29073,Guimaëc,242900835,intérieur,24,12.0,38.0,46.0,54.0,71.0,71.0,29.0,18,3,46228.0,1863.0,1764.0,0,0,0,680,0,1009,70,5
252,29075,Guipavas,242900314,extérieur,339,3.0,26.0,73.0,93.0,97.0,98.0,2.0,645,2,1986629.0,59719.0,96461.0,174,9641,551,4137,13087,43617,17357,6886
253,29075,Guipavas,242900314,intérieur,553,5.0,35.0,71.0,93.0,95.0,96.0,4.0,1366,4,2315854.0,128636.0,79011.0,1902,27201,22902,957,1918,2409,13109,804
254,29077,Guissény,242900793,extérieur,53,15.0,42.0,53.0,79.0,85.0,87.0,13.0,50,5,186633.0,5693.0,4546.0,0,0,0,0,0,4168,0,378
255,29077,Guissény,242900793,intérieur,65,2.0,40.0,55.0,83.0,88.0,89.0,11.0,60,9,173230.0,5949.0,2271.0,0,0,0,0,0,2248,23,0
256,29078,Hanvec,242900801,extérieur,53,4.0,32.0,49.0,96.0,96.0,96.0,4.0,51,0,134270.0,6237.0,3026.0,0,0,0,129,0,2354,0,414
257,29078,Hanvec,242900801,intérieur,27,0.0,22.0,30.0,93.0,100.0,100.0,0.0,31,1,45692.0,3356.0,513.0,0,270,0,0,0,0,0,243
258,29079,Henvic,242900835,extérieur,12,8.0,25.0,67.0,92.0,100.0,100.0,0.0,28,0,31210.0,2324.0,458.0,0,0,0,0,0,268,0,190
259,29079,Henvic,242900835,intérieur,26,12.0,42.0,88.0,92.0,96.0,96.0,4.0,20,0,118254.0,2797.0,4688.0,0,72,0,0,0,2316,2300,0
260,29080,Hôpital-Camfrout,242900801,extérieur,42,5.0,14.0,43.0,93.0,95.0,95.0,5.0,41,0,158082.0,4584.0,1148.0,0,0,0,0,0,1114,0,34
261,29080,Hôpital-Camfrout,242900801,intérieur,72,6.0,25.0,60.0,92.0,94.0,94.0,6.0,71,1,90831.0,8181.0,1117.0,0,0,0,0,0,64,100,764
262,29082,Île-de-Batz,200067072,extérieur,10,10.0,30.0,60.0,100.0,100.0,100.0,0.0,7,4,44234.0,849.0,1004.0,0,0,0,0,0,0,780,224
263,29082,Île-de-Batz,200067072,intérieur,24,0.0,50.0,58.0,83.0,92.0,92.0,8.0,29,6,22317.0,2912.0,495.0,0,0,73,0,0,206,34,75
264,29083,Île-de-Sein,NR,intérieur,1,0.0,100.0,100.0,100.0,100.0,100.0,0.0,1,0,0.0,49.0,0.0,0,0,0,0,0,0,0,0
265,29085,Île-Tudy,242900702,extérieur,2,0.0,50.0,50.0,100.0,100.0,100.0,0.0,1,0,28871.0,123.0,81.0,0,0,0,0,0,0,0,81
266,29085,Île-Tudy,242900702,intérieur,44,5.0,30.0,57.0,82.0,82.0,84.0,16.0,64,11,64144.0,8191.0,98.0,0,0,0,0,0,0,0,49
267,29086,Irvillac,242900801,extérieur,12,8.0,17.0,75.0,100.0,100.0,100.0,0.0,13,0,29802.0,1432.0,220.0,0,0,0,0,0,0,0,220
268,29086,Irvillac,242900801,intérieur,28,4.0,14.0,36.0,89.0,93.0,93.0,7.0,27,1,45516.0,3031.0,1142.0,0,0,0,0,0,880,38,224
269,29087,Le Juch,242900645,extérieur,5,0.0,40.0,40.0,100.0,100.0,100.0,0.0,6,0,44137.0,452.0,468.0,0,0,0,0,0,468,0,0
270,29087,Le Juch,242900645,intérieur,2,0.0,50.0,100.0,100.0,100.0,100.0,0.0,2,0,1725.0,185.0,0.0,0,0,0,0,0,0,0,0
271,29090,Kerlaz,242900645,extérieur,1,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0,0,44180.0,0.0,387.0,0,0,0,0,0,387,0,0
272,29090,Kerlaz,242900645,intérieur,17,0.0,35.0,65.0,94.0,94.0,94.0,6.0,24,0,39608.0,2263.0,538.0,0,0,146,0,0,12,0,380
273,29091,Kerlouan,242900793,extérieur,27,11.0,52.0,74.0,93.0,93.0,93.0,7.0,19,3,61804.0,2082.0,2585.0,0,0,0,0,0,2468,70,47
274,29091,Kerlouan,242900793,intérieur,35,17.0,43.0,60.0,77.0,80.0,80.0,20.0,35,1,91330.0,3024.0,2265.0,0,274,0,0,0,229,0,881
275,29093,Kernilis,242900793,extérieur,1,0.0,100.0,100.0,100.0,100.0,100.0,0.0,1,0,1100.0,117.0,0.0,0,0,0,0,0,0,0,0
276,29098,Lampaul-Plouarzel,242900074,extérieur,19,16.0,11.0,58.0,100.0,100.0,100.0,0.0,18,0,21300.0,2046.0,98.0,0,98,0,0,0,0,0,0
277,29098,Lampaul-Plouarzel,242900074,intérieur,128,6.0,21.0,64.0,92.0,95.0,95.0,5.0,133,9,118952.0,14783.0,171.0,0,0,0,0,0,171,0,0
278,29099,Lampaul-Ploudalmézeau,242900074,extérieur,3,0.0,33.0,100.0,100.0,100.0,100.0,0.0,3,0,41021.0,399.0,0.0,0,0,0,0,0,0,0,0
279,29099,Lampaul-Ploudalmézeau,242900074,intérieur,33,15.0,24.0,48.0,97.0,97.0,97.0,3.0,32,0,41618.0,3301.0,95.0,0,0,0,0,0,95,0,0
280,29101,Landéda,242900553,extérieur,106,7.0,39.0,60.0,84.0,88.0,88.0,12.0,102,3,112849.0,10836.0,3176.0,0,0,0,1280,0,0,1390,506
281,29101,Landéda,242900553,intérieur,126,3.0,40.0,57.0,81.0,84.0,84.0,16.0,147,6,128539.0,16943.0,2462.0,0,436,0,0,0,139,251,1085
282,29103,Landerneau,242900801,extérieur,263,3.0,40.0,54.0,94.0,97.0,97.0,3.0,422,6,254099.0,41498.0,13207.0,1475,3648,2648,3919,138,0,1348,31
283,29103,Landerneau,242900801,intérieur,211,5.0,47.0,57.0,92.0,95.0,96.0,4.0,514,4,821871.0,53105.0,44964.0,638,2473,14304,350,30,0,1087,23843
284,29104,Landévennec,200066868,extérieur,7,0.0,43.0,57.0,86.0,86.0,86.0,14.0,3,0,257403.0,351.0,1549.0,0,0,0,0,0,1549,0,0
285,29104,Landévennec,200066868,intérieur,6,17.0,50.0,50.0,50.0,50.0,50.0,50.0,3,0,14630.0,237.0,546.0,0,0,0,169,0,375,0,2
286,29108,Landudec,242900710,intérieur,1,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0,0,2153.0,0.0,333.0,0,0,0,0,0,333,0,0
